"value","lag","rr"
0,0,0.986379629306193
0.2,0,0.98933680275566
0.4,0,0.992234573905109
0.6,0,0.995062702997574
0.8,0,0.997810853661231
1,0,1.00046860045353
1.2,0,1.00302543747538
1.4,0,1.00547078806592
1.6,0,1.00779401558569
1.8,0,1.00998443529323
2,0,1.01203132731688
2.2,0,1.01392395072009
2.4,0,1.01565155865468
2.6,0,1.01720341459242
2.8,0,1.0185688096209
3,0,1.01973708078488
3.2,0,1.02069763044964
3.4,0,1.02144165122913
3.6,0,1.02197646001656
3.8,0,1.02231829392596
4,0,1.02248361774841
4.2,0,1.02248900448926
4.4,0,1.02235110803471
4.6,0,1.02208663845816
4.8,0,1.02171234000531
5,0,1.02124497178623
5.2,0,1.02070129119322
5.4,0,1.02009804005528
5.6,0,1.01945193353268
5.8,0,1.0187796517498
6,0,1.0180978341597
6.2,0,1.01742307663085
6.4,0,1.01677193124427
6.6,0,1.01616090878889
6.8,0,1.01560648394333
7,0,1.01512510313393
7.2,0,1.01473319506207
7.4,0,1.01444718389786
7.6,0,1.01428350514263
7.8,0,1.01425836396622
8,0,1.0143760550935
8.2,0,1.01462423155386
8.4,0,1.0149893463179
8.6,0,1.01545787648391
8.8,0,1.01601630853116
9,0,1.01665112539001
9.2,0,1.0173487953215
9.4,0,1.01809576260385
9.6,0,1.01887844002681
9.8,0,1.01968320319842
10,0,1.02049638667058
10.2,0,1.02130428189233
10.4,0,1.02209313700026
10.6,0,1.02284915845625
10.8,0,1.02355851454229
11,0,1.02420734072131
11.2,0,1.02478174687116
11.4,0,1.02526782639644
11.6,0,1.0256516672201
11.8,0,1.02591936465253
12,0,1.02605703613165
12.2,0,1.02605083784622
12.4,0,1.02589139351346
12.6,0,1.02558611238707
12.8,0,1.02514641744095
13,0,1.02458376821032
13.2,0,1.02390964651431
13.4,0,1.02313554343504
13.6,0,1.02227294756385
13.8,0,1.02133333452195
14,0,1.02032815775904
14.2,0,1.01926884063048
14.4,0,1.01816676975097
14.6,0,1.01703328962036
14.8,0,1.01587969851534
15,0,1.01471724563943
15.2,0,1.01355712952237
15.4,0,1.0124104976596
15.6,0,1.01128844738196
15.8,0,1.01020202794595
16,0,1.00916224383541
16.2,0,1.00818005926613
16.4,0,1.00726640388623
16.6,0,1.00643217966668
