"value","lag","rr"
0,0,1.02798906499004
0.2,0,1.02617445622722
0.4,0,1.02437849976869
0.6,0,1.0226029927958
0.8,0,1.02084972053931
1,0,1.01912045666312
1.2,0,1.01741696367894
1.4,0,1.01574099339177
1.6,0,1.01409428737568
1.8,0,1.01247857747974
2,0,1.01089558636386
2.2,0,1.00934702806423
2.4,0,1.00783460858828
2.6,0,1.00636002653886
2.8,0,1.00492497376765
3,0,1.00353113605756
3.2,0,1.00218019383416
3.4,0,1.00087382290602
3.6,0,0.999613695234029
3.8,0,0.998401479729645
4,0,0.997238843082265
4.2,0,0.996127450615728
4.4,0,0.995068967174162
4.6,0,0.994065058037369
4.8,0,0.993117389865985
5,0,0.992227631676723
5.2,0,0.991397455848025
5.4,0,0.990628539156523
5.6,0,0.989922563844752
5.8,0,0.989281218720606
6,0,0.988705957433101
6.2,0,0.988195885434722
6.4,0,0.98774879723051
6.6,0,0.987362488671574
6.8,0,0.987034770410964
7,0,0.98676346660161
7.2,0,0.986546413645565
7.4,0,0.986381458993691
7.6,0,0.986266459994986
7.8,0,0.986199282794837
8,0,0.986177801281554
8.2,0,0.986199896080583
8.4,0,0.986263453595898
8.6,0,0.986366365098082
8.8,0,0.986506525858716
9,0,0.986681834330709
9.2,0,0.986890191374265
9.4,0,0.987129499528242
9.6,0,0.987397662326689
9.8,0,0.987692583660395
10,0,0.988012167183317
10.2,0,0.988354315763813
10.4,0,0.988716930980605
10.6,0,0.989097912663455
10.8,0,0.989495158478572
11,0,0.989906563558748
11.2,0,0.990330020178319
11.4,0,0.990763417472984
11.6,0,0.991204641204608
11.8,0,0.991651573571094
12,0,0.992102093061467
12.2,0,0.992554074356274
12.4,0,0.993005388273465
12.6,0,0.993453901759881
12.8,0,0.993897477928502
13,0,0.994333976141593
13.2,0,0.994761256571234
13.4,0,0.995177717982489
13.6,0,0.99558281297066
13.8,0,0.995976115459921
14,0,0.996357199132992
14.2,0,0.996725637481676
14.4,0,0.997081003859198
14.6,0,0.997422871534339
14.8,0,0.997750813747353
15,0,0.998064403767681
15.2,0,0.99836321495344
15.4,0,0.998646820812697
15.6,0,0.998914795066509
15.8,0,0.999166711713736
16,0,0.999402145097606
16.2,0,0.999620669974038
16.4,0,0.999821861581704
16.6,0,1.00000529571382
16.8,0,1.00017054879169
17,0,1.00031719793989
17.2,0,1.00044482106325
17.4,0,1.00055299692544
17.6,0,1.00064130522927
17.8,0,1.00070932669866
18,0,1.0007566431622
18.2,0,1.00078283763841
18.4,0,1.00078749442253
18.6,0,1.00077019917497
18.8,0,1.00073053901131
19,0,1.00066810259381
19.2,0,1.00058248022452
19.4,0,1.00047326393981
19.6,0,1.00034004760651
19.8,0,1.00018242701936
20,0,1
20.2,0,0.999792366497318
20.4,0,0.999559128689202
20.6,0,0.999300432438023
20.8,0,0.999020688184351
21,0,0.998726320949385
21.2,0,0.998423761142546
21.4,0,0.998119431742603
21.6,0,0.997819747977322
21.8,0,0.997531117415804
22,0,0.997259940472677
22.2,0,0.997012611323308
22.4,0,0.996795519229386
22.6,0,0.996615050274386
22.8,0,0.996477589508709
23,0,0.996389523504671
23.2,0,0.996357243321878
23.4,0,0.996387147884081
23.6,0,0.996485647769145
23.8,0,0.996659169414397
24,0,0.996914159740389
24.2,0,0.997257091196845
24.4,0,0.997694467235504
24.6,0,0.998232828215461
24.8,0,0.998878757747709
25,0,0.999638889486638
25.2,0,1.00051991437753
25.4,0,1.00152858837031
25.6,0,1.00267174061124
25.8,0,1.00395628212577
26,0,1.00538921500727
26.2,0,1.00697764212805
26.4,0,1.00872877739103
26.6,0,1.01064995654223
26.8,0,1.01274864856618
27,0,1.01503246768893
27.2,0,1.01750918601517
27.4,0,1.02018674682886
27.6,0,1.02307327858917
27.8,0,1.02617700734052
28,0,1.02949913195075
28.2,0,1.03302904570163
28.4,0,1.03675498587421
28.6,0,1.04066510766594
28.8,0,1.04474746055209
29,0,1.04898996606355
29.2,0,1.05338039698852
29.4,0,1.05790635801334
29.6,0,1.06255526782482
29.8,0,1.06731434270282
30,0,1.07217058163833
30.2,0,1.07711075301728
30.4,0,1.08212138291605
30.6,0,1.08718874505854
30.8,0,1.0922988524891
31,0,1.09743745101861
31.2,0,1.10259001450404
31.4,0,1.10774174202365
31.6,0,1.11287755701149
31.8,0,1.1179821084157
32,0,1.12303977394466
32.2,0,1.12803466546473
32.4,0,1.13295063661109
32.6,0,1.13777129267108
32.8,0,1.14248000279582
