"value","lag","rr"
0,0,1.00081380225325
0.2,0,1.00077719913537
0.4,0,1.00074076263047
0.6,0,1.00070450526133
0.8,0,1.00066843954904
1,0,1.00063257801294
1.2,0,1.00059693317075
1.4,0,1.00056151753848
1.6,0,1.00052634363056
1.8,0,1.00049142395981
2,0,1.00045677103748
2.2,0,1.0004223973733
2.4,0,1.00038831547551
2.6,0,1.00035453785088
2.8,0,1.00032107700474
3,0,1.00028794544108
3.2,0,1.0002551556625
3.4,0,1.00022272017032
3.6,0,1.00019065146461
3.8,0,1.00015896204421
4,0,1.00012766440681
4.2,0,1.00009677104896
4.4,0,1.00006629446616
4.6,0,1.00003624715289
4.8,0,1.00000664160266
5,0,0.999977490308067
5.2,0,0.999948805760871
5.4,0,0.999920600452022
5.6,0,0.999892886871739
5.8,0,0.999865677509563
6,0,0.999838984854421
6.2,0,0.999812821394692
6.4,0,0.999787199618269
6.6,0,0.999762132012629
6.8,0,0.9997376310649
7,0,0.999713709261929
7.2,0,0.99969037909036
7.4,0,0.9996676530367
7.6,0,0.999645543587398
7.8,0,0.999624063228921
8,0,0.99960322444783
8.2,0,0.999583039730862
8.4,0,0.999563521565008
8.6,0,0.999544682437601
8.8,0,0.999526534836394
9,0,0.999509091249647
9.2,0,0.99949236416622
9.4,0,0.999476366075654
9.6,0,0.999461109468265
9.8,0,0.99944660683524
10,0,0.999432870668722
10.2,0,0.999419913461911
10.4,0,0.999407747709162
10.6,0,0.999396385906078
10.8,0,0.999385840549613
11,0,0.999376124138174
11.2,0,0.999367249171722
11.4,0,0.999359228151879
11.6,0,0.999352073582031
11.8,0,0.999345797967439
12,0,0.999340413815345
12.2,0,0.999335933635087
12.4,0,0.999332369938207
12.6,0,0.999329735238567
12.8,0,0.999328042052467
13,0,0.999327302898757
13.2,0,0.99932753029896
13.4,0,0.99932873677739
13.6,0,0.999330934861276
13.8,0,0.999334137080884
14,0,0.999338355969641
14.2,0,0.999343604064266
14.4,0,0.999349893904892
14.6,0,0.999357238035202
14.8,0,0.999365649002555
15,0,0.999375139358124
15.2,0,0.999385721657027
15.4,0,0.999397408458465
15.6,0,0.99941021232586
15.8,0,0.999424145826991
16,0,0.999439221534141
16.2,0,0.999455452024235
16.4,0,0.999472849878987
16.6,0,0.999491427685041
16.8,0,0.999511198034125
17,0,0.999532173523197
17.2,0,0.999554366754594
17.4,0,0.999577790336187
17.6,0,0.999602456881534
17.8,0,0.999628379010034
18,0,0.999655569347087
18.2,0,0.999684040524249
18.4,0,0.999713805179399
18.6,0,0.999744875956891
18.8,0,0.999777265507728
19,0,0.99981098648972
19.2,0,0.999846051567654
19.4,0,0.999882473413462
19.6,0,0.999920264706392
19.8,0,0.999959438118478
20,0,1
20.2,0,1.0000419405337
20.4,0,1.00008524735977
20.6,0,1.00012990812186
20.8,0,1.00017591046691
21,0,1.00022324204501
21.2,0,1.00027189050917
21.4,0,1.00032184351523
21.6,0,1.00037308872166
21.8,0,1.00042561378938
22,0,1.00047940638165
22.2,0,1.00053445416385
22.4,0,1.00059074480339
22.6,0,1.00064826596949
22.8,0,1.00070700533309
23,0,1.00076695056664
23.2,0,1.00082808934399
23.4,0,1.0008904093402
23.6,0,1.00095389823146
23.8,0,1.00101854369486
24,0,1.00108433340832
24.2,0,1.0011512550504
24.4,0,1.00121929630017
24.6,0,1.00128844483707
24.8,0,1.0013586883408
25,0,1.00143001449114
25.2,0,1.00150241096783
25.4,0,1.00157586545045
25.6,0,1.00165036561827
25.8,0,1.00172589915012
26,0,1.0018024537243
26.2,0,1.00188001701839
26.4,0,1.00195857670915
26.6,0,1.00203812047243
26.8,0,1.00211863598298
27,0,1.00220011091441
27.2,0,1.00228253293897
27.4,0,1.00236588972755
27.6,0,1.00245016894944
27.8,0,1.00253535827232
28,0,1.00262144536207
28.2,0,1.00270841788272
28.4,0,1.00279626349627
28.6,0,1.00288496986266
28.8,0,1.0029745246396
29,0,1.00306491548247
29.2,0,1.00315613004427
29.4,0,1.00324815597544
29.6,0,1.00334098092381
29.8,0,1.0034345925345
30,0,1.00352897844978
30.2,0,1.00362412630903
30.4,0,1.00372002374858
30.6,0,1.00381665840169
30.8,0,1.0039140178984
31,0,1.00401208986544
31.2,0,1.00411086192619
31.4,0,1.00421032170055
31.6,0,1.00431045680486
31.8,0,1.00441125485181
32,0,1.00451270345039
32.2,0,1.00461479020577
32.4,0,1.00471750271923
32.6,0,1.00482082858811
32.8,0,1.00492475540568
33,0,1.0050292707611
33.2,0,1.00513436223937
33.4,0,1.00524001742118
33.6,0,1.00534622388292
33.8,0,1.00545296919657
34,0,1.00556024092962
34.2,0,1.00566802664505
34.4,0,1.00577631390122
34.6,0,1.00588509025183
34.8,0,1.00599434324586
35,0,1.00610406042748
35.2,0,1.00621422933604
35.4,0,1.00632483750598
35.6,0,1.00643587246677
35.8,0,1.00654732174289
36,0,1.00665917285372
36.2,0,1.00677141331355
36.4,0,1.00688403063151
36.6,0,1.00699701231151
36.8,0,1.00711034585219
37,0,1.00722401874689
37.2,0,1.00733801848361
37.4,0,1.00745233254497
37.6,0,1.00756694840814
37.8,0,1.00768185354484
38,0,1.00779703542128
38.2,0,1.00791248149812
38.4,0,1.00802817923048
38.6,0,1.00814411606783
38.8,0,1.00826027945404
39,0,1.0083766568273
39.2,0,1.00849323562011
39.4,0,1.00861000325925
39.6,0,1.00872694716577
39.8,0,1.00884405475492
40,0,1.00896131343621
0,1,1.00089968498445
0.2,1,1.00086544382771
0.4,1,1.00083135041028
0.6,1,1.00079741583863
0.8,1,1.00076365121781
1,1,1.00073006765144
1.2,1,1.00069667624174
1.4,1,1.00066348808957
1.6,1,1.00063051429441
1.8,1,1.00059776595443
2,1,1.00056525416646
2.2,1,1.00053299002609
2.4,1,1.00050098462763
2.6,1,1.00046924906415
2.8,1,1.00043779442755
3,1,1.00040663180854
3.2,1,1.00037577229671
3.4,1,1.00034522698054
3.6,1,1.00031500694744
3.8,1,1.00028512328378
4,1,1.00025558707496
4.2,1,1.00022640940539
4.4,1,1.00019760135858
4.6,1,1.00016917401716
4.8,1,1.00014113846291
5,1,1.00011350577683
5.2,1,1.00008628703916
5.4,1,1.00005949332944
5.6,1,1.00003313572656
5.8,1,1.00000722530877
6,1,0.999981773153794
6.2,1,0.999956790338824
6.4,1,0.999932287940597
6.6,1,0.999908277035442
6.8,1,0.999884768699336
7,1,0.999861774007958
7.2,1,0.999839304036742
7.4,1,0.999817369860941
7.6,1,0.999795982555682
7.8,1,0.999775153196025
8,1,0.999754892857029
8.2,1,0.999735212613808
8.4,1,0.9997161235416
8.6,1,0.999697636715831
8.8,1,0.999679763212179
9,1,0.999662514106643
9.2,1,0.999645900475611
9.4,1,0.999629933395933
9.6,1,0.999614623944986
9.8,1,0.999599983200752
10,1,0.99958602224189
10.2,1,0.999572752147809
10.4,1,0.999560183998745
10.6,1,0.999548328875841
10.8,1,0.999537197861221
11,1,0.999526802038071
11.2,1,0.999517152490725
11.4,1,0.99950826030474
11.6,1,0.999500136566983
11.8,1,0.999492792365716
12,1,0.999486238790681
12.2,1,0.999480486933188
12.4,1,0.999475547886202
12.6,1,0.999471432744433
12.8,1,0.99946815260443
13,1,0.999465718564668
13.2,1,0.999464141725645
13.4,1,0.999463433189976
13.6,1,0.999463604062487
13.8,1,0.999464665450314
14,1,0.999466628463001
14.2,1,0.999469504212601
14.4,1,0.999473303813773
14.6,1,0.999478038383886
14.8,1,0.999483719043125
15,1,0.999490356914592
15.2,1,0.999497963124414
15.4,1,0.999506548801846
15.6,1,0.999516125079387
15.8,1,0.999526703092882
16,1,0.999538293981637
16.2,1,0.999550908888531
16.4,1,0.999564558960126
16.6,1,0.999579255346785
16.8,1,0.999595009202789
17,1,0.999611831686449
17.2,1,0.999629733960229
17.4,1,0.999648727190864
17.6,1,0.999668822549481
17.8,1,0.99969003121172
18,1,0.999712364357861
18.2,1,0.999735833172944
18.4,1,0.9997604488469
18.6,1,0.999786222574672
18.8,1,0.999813165556352
19,1,0.999841288997303
19.2,1,0.999870604108293
19.4,1,0.999901122105629
19.6,1,0.999932854211289
19.8,1,0.999965811640022
20,1,1
20.2,1,1.00003541056243
20.4,1,1.00007203234364
20.6,1,1.00010985436273
20.8,1,1.00014886564149
21,1,1.00018905520426
21.2,1,1.00023041207773
21.4,1,1.00027292529093
21.6,1,1.00031658387499
21.8,1,1.00036137686307
22,1,1.00040729329024
22.2,1,1.00045432219333
22.4,1,1.0005024526108
22.6,1,1.00055167358265
22.8,1,1.00060197415029
23,1,1.00065334335639
