"value","lag","rr"
0,0,1.14612276275726
0.2,0,1.14593508877776
0.4,0,1.14574680875437
0.6,0,1.1455566173904
0.8,0,1.14536317204953
1,0,1.14516513102481
1.2,0,1.14496115358467
1.4,0,1.14474990003463
1.6,0,1.14453003179466
1.8,0,1.14430021149227
2,0,1.14405910307117
2.2,0,1.14380537191557
2.4,0,1.14353768498999
2.6,0,1.14325471099464
2.8,0,1.1429551205363
3,0,1.14263758631461
3.2,0,1.14230078332367
3.4,0,1.14194338906913
3.6,0,1.14156408380036
3.8,0,1.14116155075786
4,0,1.1407344764358
4.2,0,1.14028155085951
4.4,0,1.13980146787789
4.6,0,1.13929292547059
4.8,0,1.13875462788227
5,0,1.1381857765863
5.2,0,1.13758673397239
5.4,0,1.13695803013698
5.6,0,1.13630019645543
5.8,0,1.13561376545102
6,0,1.13489927066604
6.2,0,1.13415724653515
6.4,0,1.13338822826096
6.6,0,1.13259275169183
6.8,0,1.13177135320197
7,0,1.13092456957386
7.2,0,1.13005293788289
7.4,0,1.12915699538443
7.6,0,1.12823727940319
7.8,0,1.12729432722492
8,0,1.12632867599053
8.2,0,1.12534086259256
8.4,0,1.12433142357401
8.6,0,1.12330089502962
8.8,0,1.12224981250957
9,0,1.12117871092548
9.2,0,1.12008812445897
9.4,0,1.11897858647255
9.6,0,1.11784988688432
9.8,0,1.11669801557998
10,0,1.11551776692311
10.2,0,1.11430395900285
10.4,0,1.11305143562206
10.6,0,1.1117550679874
10.8,0,1.11040975663609
11,0,1.10901043359615
11.2,0,1.10755206477762
11.4,0,1.10602965259104
11.6,0,1.10443823878986
11.8,0,1.10277290753269
12,0,1.10102878866109
12.2,0,1.09920106118815
12.4,0,1.0972849569926
12.6,0,1.09527576471295
12.8,0,1.09316883383548
13,0,1.09095957896937
13.2,0,1.08864348430208
13.4,0,1.08621610822703
13.6,0,1.08367308813558
13.8,0,1.08101014536444
14,0,1.07822309028908
14.2,0,1.07530877750148
14.4,0,1.07227569150532
14.6,0,1.06913995638306
14.8,0,1.06591769158879
15,0,1.06262485670893
15.2,0,1.05927723997538
15.4,0,1.05589044913329
15.6,0,1.05247990462251
15.8,0,1.04906083502854
16,0,1.04564827475645
16.2,0,1.04225706388023
16.4,0,1.03890185011881
16.6,0,1.03559709289117
16.8,0,1.03235706940349
17,0,1.02919588272367
17.2,0,1.02612747180125
17.4,0,1.02316562339421
17.6,0,1.02032398586853
17.8,0,1.0176160848413
18,0,1.01505534064399
18.2,0,1.01265508758871
18.4,0,1.01042859502759
18.6,0,1.00838909020296
18.8,0,1.00654967703784
19,0,1.00491910705108
19.2,0,1.00350038441376
19.4,0,1.00229621957553
19.6,0,1.0013094417747
19.8,0,1.0005430059693
20,0,1
20.2,0,0.999683652000967
20.4,0,0.999597338075761
20.6,0,0.999744590256135
20.8,0,1.0001291047628
21,0,1.00075475058826
21.2,0,1.00162557842291
21.4,0,1.00274582994704
21.6,0,1.00411994751236
21.8,0,1.00575258423848
22,0,1.00764861455085
22.2,0,1.00981314518864
22.4,0,1.01225152671245
22.6,0,1.01496936554366
22.8,0,1.01797253656924
23,0,1.02126719634772
23.2,0,1.02485979695445
23.4,0,1.02875708959745
23.6,0,1.0329584046227
23.8,0,1.03744185721295
24,0,1.0421816952353
24.2,0,1.04715183836637
24.4,0,1.05232581319087
24.6,0,1.05767669500783
24.8,0,1.06317705648945
25,0,1.06879892337849
25.2,0,1.07451373744653
25.4,0,1.08029232696657
25.6,0,1.08610488497873
25.8,0,1.0919209556478
26,0,1.09770942902531
26.2,0,1.10343854453582
26.4,0,1.10907590350802
26.6,0,1.11458849106473
26.8,0,1.11994270767195
27,0,1.12510441062532
27.2,0,1.13003896572258
27.4,0,1.1347113093325
27.6,0,1.13908602102384
27.8,0,1.14312740686236
28,0,1.14679959341968
28.2,0,1.15007253494913
28.4,0,1.15295221774253
28.6,0,1.15545865290392
28.8,0,1.15761245296126
29,0,1.15943473940284
29.2,0,1.1609470773942
29.4,0,1.16217141399443
29.6,0,1.1631300201047
29.8,0,1.16384543635016
30,0,1.16434042306623
30.2,0,1.16463791453195
30.4,0,1.16476097756724
30.6,0,1.1647327745865
30.8,0,1.16457653117961
31,0,1.1643155082722
31.2,0,1.16397297890001
31.4,0,1.16357220961818
31.6,0,1.16313644655453
31.8,0,1.16268890610679
32,0,1.16225277027736
32.2,0,1.16185118663501
32.4,0,1.16150727289206
32.6,0,1.16124412608628
32.8,0,1.16108363144263
33,0,1.16102954986303
