"value","lag","rr","lo","hi"
0,0,1.00022339856456,0.987108001517652,1.01302723318274
0.2,0,1.00022153854106,0.987108368978487,1.01303214162389
0.4,0,1.00021959837914,0.987108712209333,1.01303716428365
0.6,0,1.00021757555472,0.987109020747053,1.01304226802926
0.8,0,1.00021546709695,0.987109282530299,1.01304793782471
1,0,1.00021326948898,0.98710948377302,1.01305439533381
1.2,0,1.00021097855878,0.987109608840386,1.01306089108153
1.4,0,1.00020858935986,0.98710904303495,1.01306736702948
1.6,0,1.0002060960423,0.987108189910501,1.01307375616068
1.8,0,1.00020349171437,0.987060348196604,1.01307998179234
2,0,1.00020076829519,0.987025092301025,1.01308595688363
2.2,0,1.00019791635935,0.987019510957335,1.01309158334405
2.4,0,1.00019492497415,0.987013365906931,1.01309675134794
2.6,0,1.00019178153085,0.987059537038917,1.01310133866171
2.8,0,1.00018847157107,0.987101522512802,1.01310520999064
3,0,1.00018497861001,0.987124120972264,1.01310185662762
3.2,0,1.00018128395817,0.987147233885962,1.01308620798095
3.4,0,1.00017736654372,0.987170789012255,1.01303825748587
3.6,0,1.00017320273768,0.987194594055295,1.01287589215256
3.8,0,1.0001687661843,0.987206292702213,1.01271382241902
4,0,1.00016402763949,0.987209575796876,1.01255287575801
4.2,0,1.00015895482002,0.987212446963254,1.0124103869302
4.4,0,1.00015351226662,0.987214832882848,1.01237423831204
4.6,0,1.0001476612243,0.987215197505629,1.01233458091346
4.8,0,1.00014135954313,0.987175530770683,1.01229595762924
5,0,1.00013456160316,0.987134451290435,1.01226718291292
5.2,0,1.00012721826709,0.98709253239142,1.01223573026174
5.4,0,1.00011927686433,0.987049765730027,1.01220143024401
5.6,0,1.00011068121024,0.987103854210312,1.01216406849813
5.8,0,1.00010137166437,0.98721108486479,1.01208905887661
6,0,1.00009128523128,0.987240073011886,1.0120098045805
6.2,0,1.00008035570768,0.987283285703304,1.01190073407589
6.4,0,1.00006851387933,0.987411617359171,1.01175493247024
6.6,0,1.00005568777111,0.987420864361822,1.0116050273679
6.8,0,1.00004180295322,0.987383648263887,1.01145098633269
7,0,1.00002678290651,0.98728932037681,1.01131686857462
7.2,0,1.00001054944929,0.987310995063701,1.01118845445067
7.4,0,0.999993023227855,0.987492848082994,1.01108489822108
7.6,0,0.99997412427231,0.987773008409902,1.0109965329141
7.8,0,0.999953772618967,0.987769885750076,1.01084357501049
8,0,0.999931888999917,0.98776609207513,1.01064315124728
8.2,0,0.999908395599883,0.987978494436886,1.01045097181528
8.4,0,0.999883216879741,0.987970495209403,1.01036070458614
8.6,0,0.999856280465487,0.987958654065322,1.01019683430462
8.8,0,0.999827518100651,0.98794734791383,1.01006940355412
9,0,0.999796866659411,0.987936594966962,1.009958780677
9.2,0,0.999764269216859,0.987926420706792,1.00985350658995
9.4,0,0.999729676172048,0.987916859858508,1.00974115530059
9.6,0,0.999693046418594,0.987931887118861,1.00962216027001
9.8,0,0.999654348556734,0.988063539706646,1.0094569758949
10,0,0.99961356213987,0.988196838637876,1.00926518559859
10.2,0,0.999570678947752,0.988161908695796,1.00909500027269
10.4,0,0.999525704277574,0.988108285043833,1.00893273189252
10.6,0,0.999478658243388,0.988203490142666,1.00878878320031
10.8,0,0.999429577073438,0.988399067024522,1.00858164669248
11,0,0.999378514394169,0.988514255775259,1.00847899666648
11.2,0,0.999325542488953,0.988512698648403,1.00826341087582
11.4,0,0.999270753518836,0.988489198739869,1.00804828784508
11.6,0,0.999214260691973,0.988464440807197,1.00778726618942
11.8,0,0.999156199367886,0.988513668250626,1.00754333249121
12,0,0.99909672808214,0.988587361286841,1.00736149714205
12.2,0,0.999036029476709,0.988662703580566,1.00713380844529
12.4,0,0.998974311120978,0.98868402099935,1.00696339504676
12.6,0,0.998911806208204,0.988683779351038,1.00668632531236
12.8,0,0.998848774112183,0.988687605401096,1.00642213496993
13,0,0.998785500789023,0.988696273300856,1.00609934683878
13.2,0,0.998722299009123,0.988710611148143,1.00585056254581
13.4,0,0.998659508404877,0.988731500119718,1.00555854969777
13.6,0,0.998597495320185,0.988815889076476,1.00525906574871
