"value","lag","rr"
0,0,0.998196538579129
0.2,0,0.99822005181323
0.4,0,0.99824354609098
0.6,0,0.998267018610011
0.8,0,0.998290466567692
1,0,0.998313887161129
1.2,0,0.998337277587169
1.4,0,0.998360635042399
1.6,0,0.998383956723146
1.8,0,0.99840723982548
2,0,0.998430481545212
2.2,0,0.9984536790779
2.4,0,0.998476829618844
2.6,0,0.998499930363094
2.8,0,0.998522978505445
3,0,0.998545971240442
3.2,0,0.998568905762383
3.4,0,0.998591779265315
3.6,0,0.998614588943042
3.8,0,0.998637331989123
4,0,0.998660005596873
4.2,0,0.99868260695937
4.4,0,0.998705133269451
4.6,0,0.998727581719717
4.8,0,0.998749949502536
5,0,0.998772233810043
5.2,0,0.998794431834143
5.4,0,0.998816540766516
5.6,0,0.998838557798614
5.8,0,0.99886048012167
6,0,0.998882304926694
6.2,0,0.998904029404482
6.4,0,0.998925650745615
6.6,0,0.998947166140461
6.8,0,0.998968572779183
7,0,0.998989867851735
7.2,0,0.999011048547871
7.4,0,0.999032112057146
7.6,0,0.999053055568917
7.8,0,0.999073876272352
8,0,0.999094571356427
8.2,0,0.999115138009934
8.4,0,0.999135573421481
8.6,0,0.999155874779501
8.8,0,0.999176039272249
9,0,0.999196064087811
9.2,0,0.999215946414106
9.4,0,0.99923568343889
9.6,0,0.999255272349758
9.8,0,0.999274710334154
10,0,0.999293994579368
10.2,0,0.999313122272545
10.4,0,0.999332090600688
10.6,0,0.999350896750663
10.8,0,0.999369537909202
11,0,0.999388011262909
11.2,0,0.999406313998265
11.4,0,0.999424443301631
11.6,0,0.999442396359253
11.8,0,0.99946017035727
12,0,0.999477762481715
12.2,0,0.999495169918524
12.4,0,0.999512389853536
12.6,0,0.999529419472503
12.8,0,0.999546255961093
13,0,0.999562896504897
13.2,0,0.999579338289432
13.4,0,0.999595578500148
13.6,0,0.999611614322434
13.8,0,0.999627442941624
14,0,0.999643061543001
14.2,0,0.999658467311804
14.4,0,0.999673657433235
14.6,0,0.999688629092461
14.8,0,0.999703379474626
15,0,0.999717905764853
15.2,0,0.999732205148251
15.4,0,0.999746274809923
15.6,0,0.99976011193497
15.8,0,0.999773713708499
16,0,0.999787077315628
16.2,0,0.999800199941498
16.4,0,0.99981307877127
16.6,0,0.999825710990142
16.8,0,0.999838093783349
17,0,0.999850224336172
17.2,0,0.999862099833948
17.4,0,0.999873717462071
17.6,0,0.999885074406005
17.8,0,0.999896167851288
18,0,0.999906994983542
18.2,0,0.999917552988476
18.4,0,0.999927839051899
18.6,0,0.999937850359722
18.8,0,0.999947584097972
19,0,0.999957037452794
19.2,0,0.999966207610462
19.4,0,0.999975091757385
19.6,0,0.999983687080119
19.8,0,0.999991990765368
20,0,1
20.2,0,1.00000771197105
20.4,0,1.00001512386573
20.6,0,1.00002223287144
20.8,0,1.00002903617576
21,0,1.0000355316166
