"value","lag","rr"
0,0,1.06348427138064
0.2,0,1.0625877007421
0.4,0,1.06172072430404
0.6,0,1.06088153274185
0.8,0,1.06006832450508
1,0,1.05927930536917
1.2,0,1.05851268801777
1.4,0,1.05776669165558
1.6,0,1.05703954165128
1.8,0,1.05632946921045
2,0,1.05563471107823
2.2,0,1.05495350927159
2.4,0,1.0542841108409
2.6,0,1.05362476766078
2.8,0,1.05297373625004
3,0,1.05232927762043
3.2,0,1.05168965715431
3.4,0,1.05105314451088
3.6,0,1.05041801356094
3.8,0,1.04978254235011
4,0,1.04914501309025
4.2,0,1.04850360958877
4.4,0,1.04785609411218
4.6,0,1.04720012399112
4.8,0,1.04653336262699
5,0,1.0458534797076
5.2,0,1.0451581514746
5.4,0,1.04444506104261
5.6,0,1.04371189876976
5.8,0,1.0429563626794
6,0,1.04217615893245
6.2,0,1.04136900235034
6.4,0,1.0405326169878
6.6,0,1.03966473675539
6.8,0,1.03876310609103
7,0,1.03782548068028
7.2,0,1.03684962822459
7.4,0,1.03583332925714
7.6,0,1.03477437800543
7.8,0,1.03367058330013
8,0,1.03251976952923
8.2,0,1.03131977763688
8.4,0,1.03006846616595
8.6,0,1.02876371234337
8.8,0,1.02740341320738
9,0,1.02598548677551
9.2,0,1.02450787325219
9.4,0,1.02296853627491
9.6,0,1.02136546419753
9.8,0,1.01969694178881
10,0,1.01796688335662
10.2,0,1.01618446872652
10.4,0,1.01435903047395
10.6,0,1.01249984234632
10.8,0,1.01061611579491
11,0,1.00871699734787
11.2,0,1.00681156681493
11.4,0,1.0049088363137
11.6,0,1.00301775010718
11.8,0,1.00114718524187
12,0,0.99930595297603
12.2,0,0.997502800987816
12.4,0,0.995746416353526
12.6,0,0.994045429286782
12.8,0,0.992408417630342
13,0,0.990843912093238
13.2,0,0.989360402227133
13.4,0,0.987966343137165
13.6,0,0.986670162924104
13.8,0,0.985480270856387
14,0,0.984405066272514
14.2,0,0.983452948216361
14.4,0,0.982632325810276
14.6,0,0.98195162937325
14.8,0,0.981419322294141
15,0,0.981043913672743
15.2,0,0.980833971744559
15.4,0,0.980798137368842
15.6,0,0.980940483234613
15.8,0,0.981249478712831
16,0,0.981710361191543
16.2,0,0.98230841541405
16.4,0,0.983028951658856
16.6,0,0.983857286161831
16.8,0,0.984778723762744
17,0,0.985778542766138
17.2,0,0.986841982013393
17.4,0,0.987954230168765
17.6,0,0.989100417227156
17.8,0,0.990265608255477
18,0,0.991434799382541
18.2,0,0.992592916054636
18.4,0,0.993724813575125
18.6,0,0.994815279946691
18.8,0,0.995849041034108
19,0,0.996810768063731
19.2,0,0.997685087473161
19.4,0,0.998456593120861
19.6,0,0.999109860860745
19.8,0,0.999629465481044
20,0,1
20.2,0,1.00020609730318
20.4,0,1.0002324540985
20.6,0,1.00006385715523
20.8,0,0.999685211782827
21,0,0.999081572493589
21.2,0,0.998239771254097
21.4,0,0.997171448074068
21.6,0,0.99590765798744
21.8,0,0.994479948827587
22,0,0.992919783625484
22.2,0,0.991258494230025
22.4,0,0.989527244799637
22.6,0,0.987757005107715
22.8,0,0.985978533576807
23,0,0.984222369937413
23.2,0,0.982518837396688
23.4,0,0.980898054200042
23.6,0,0.979389954474608
23.8,0,0.97802431825749
24,0,0.976830810633636
24.2,0,0.975839029937929
24.4,0,0.975078565013614
24.6,0,0.974579061564544
24.8,0,0.974370297691915
25,0,0.974482268767447
25.2,0,0.974945281864511
25.4,0,0.975790060046951
25.6,0,0.977047856902748
25.8,0,0.978750581806898
26,0,0.980930936505761
26.2,0,0.983622563734538
26.4,0,0.986860208711898
26.6,0,0.990679894502217
26.8,0,0.995119081025676
27,0,1.00019507777563
27.2,0,1.00586633252834
27.4,0,1.01208095200141
27.6,0,1.01878647439251
27.8,0,1.02592957612643
28,0,1.03345580721294
28.2,0,1.04130935565172
28.4,0,1.04943284172245
28.6,0,1.05776714335588
28.8,0,1.06625125409153
29,0,1.07482217538821
29.2,0,1.08341484526145
29.4,0,1.09196210537178
29.6,0,1.10039470877662
29.8,0,1.10864137057865
30,0,1.11662886365233
30.2,0,1.1242821614998
30.4,0,1.13152463007436
30.6,0,1.13827827010897
30.8,0,1.14446401109532
31,0,1.15000205757372
31.2,0,1.15481228781443
31.4,0,1.15881470429839
31.6,0,1.16192993464294
31.8,0,1.16407978077141
32,0,1.16518781320356
32.2,0,1.16518000635794
32.4,0,1.16398540972177
32.6,0,1.16154428036779
32.8,0,1.15788882277892
33,0,1.1531117226277
33.2,0,1.14730871878303
33.4,0,1.14057678653745
33.6,0,1.13301337650498
33.8,0,1.12471572457329
34,0,1.1157802359675
34.2,0,1.10630194509416
34.4,0,1.0963740515939
34.6,0,1.08608753194738
34.8,0,1.07553082505791
35,0,1.06478958947495
35.2,0,1.05394652932295
35.4,0,1.04308128555364
35.6,0,1.0322703888391
35.8,0,1.0215872702575
36,0,1.0111023258837
36.2,0,1.00088303147053
36.4,0,0.990994103583957
36.6,0,0.981497703825
36.8,0,0.972453683123862
37,0,0.963919863519089
37.2,0,0.955952355329205
37.4,0,0.948605908181386
