"value","lag","rr","lo","hi"
0,0,0.964309026454765,0.907293485137719,1.02490750097361
0.2,0,0.967730171458065,0.912744106903107,1.02602873868751
0.4,0,0.971083612786871,0.918010673411928,1.02722485733024
0.6,0,0.974362185847392,0.923077643658949,1.0284960054347
0.8,0,0.97755865633167,0.927930809847193,1.02984071272119
1,0,0.980665725737712,0.932557693645449,1.0312555160821
1.2,0,0.983676037414881,0.936947932649817,1.03273459801302
1.4,0,0.986582183138724,0.941093622165273,1.03426947241157
1.6,0,0.989376710218129,0.944989573864114,1.03584875621369
1.8,0,0.992052129136388,0.948633455120275,1.03745806308218
2,0,0.9946009217263,0.952025781836438,1.03908004633089
2.2,0,0.997015549877912,0.955169752543246,1.04069460329079
2.4,0,0.999288464775832,0.958070929685092,1.04227923517339
2.6,0,1.00141211666133,0.960736791289301,1.04380953918745
2.8,0,1.00337896511258,0.96317618867137,1.04525979719157
3,0,1.00518148983451,0.965398750874295,1.0466036201009
3.2,0,1.00681220194765,0.967414273715833,1.04781461007101
3.4,0,1.00826547843857,0.969233401530147,1.0488694192813
3.6,0,1.00954656080158,0.970873005284819,1.04976063077097
3.8,0,1.01066477393866,0.972350372843005,1.0504889120307
4,0,1.01162957506229,0.973680470425657,1.0510577424782
4.2,0,1.01245053251793,0.974876198761535,1.05147308150312
4.4,0,1.01313731140864,0.975948662473895,1.05174303857994
4.6,0,1.01369966008839,0.976907438384085,1.0518775479518
4.8,0,1.01414739754961,0.977760837337605,1.05188805348063
5,0,1.0144904017265,0.978516157271874,1.05178720611483
5.2,0,1.0147385987328,0.979179927089761,1.05158857455195
5.4,0,1.01490195304913,0.979758141712932,1.05130636883724
5.6,0,1.01499045867277,0.980256488681641,1.05095517662148
5.8,0,1.01501413123961,0.980680566038657,1.05054971240807
6,0,1.01498300112615,0.981036090170652,1.05010458116362
6.2,0,1.01490710753725,0.981329090973654,1.04963405895534
6.4,0,1.01479649358334,0.981566090370009,1.04915189460226
6.6,0,1.01466120234962,0.981754259057271,1.04867113746182
6.8,0,1.01451127395851,0.981901545633901,1.04820399719858
7,0,1.01435674362531,0.9820167721018,1.0477617415189
7.2,0,1.01420764070692,0.982109690287289,1.04735463730879
7.4,0,1.0140739887425,0.982190994926601,1.04699193940478
7.6,0,1.01396580648529,0.982272290869558,1.04668192951999
7.8,0,1.01389310992469,0.98236601378765,1.04643200591727
8,0,1.01386591529808,0.982485305581397,1.04624882261717
8.2,0,1.01389424309287,0.982643847018736,1.04613847559895
8.4,0,1.01398812303993,0.98285565072568,1.04610673287262
8.6,0,1.0141576001008,0.983134817345027,1.04615930561765
8.8,0,1.01441272389725,0.983495238797621,1.04630214139388
9,0,1.01475874407656,0.983945408919385,1.04653703279203
9.2,0,1.01518955699559,0.984481372166752,1.04685559907002
9.4,0,1.01569743175814,0.985096460712405,1.04724898933654
9.6,0,1.01627464058737,0.985783153708994,1.04770926670337
9.8,0,1.01691345321566,0.986533286759753,1.04822917301404
10,0,1.01760613186741,0.987338246372797,1.04880191101516
10.2,0,1.01834492683375,0.988189150193562,1.04942094315132
10.4,0,1.01912207263921,0.989077013601191,1.05007980638323
10.6,0,1.01992978480111,0.989992902806707,1.05077194288488
10.8,0,1.02076025718336,0.990928074060681,1.05149054701343
11,0,1.02160565994694,0.991874098091946,1.05222842943809
11.2,0,1.02245813809982,0.992822968553922,1.05297789966447
11.4,0,1.02330981064946,0.993767193118131,1.05373066833266
11.6,0,1.02415277036126,0.99469986595858,1.05447777056634
11.8,0,1.02497908412648,0.995614720712462,1.05520951131073
12,0,1.02578079394322,0.996506163542879,1.05591543305845
12.2,0,1.02654991851362,0.997369286598735,1.05658430569286
12.4,0,1.0272784554605,0.998199862877274,1.05720413746747
12.6,0,1.02795838416612,0.998994324152314,1.05776220548007
12.8,0,1.02858166923499,0.999749724152144,1.05824510347675
13,0,1.02914026458233,1.00046368949208,1.05863880449503
13.2,0,1.02962611814873,1.00113436095153,1.05892873576572
13.4,0,1.03003117724061,1.0017603275237,1.05909986344771
13.6,0,1.0303473944951,1.00234055526654,1.05913678516234
13.8,0,1.0305667344666,1.0028743123603,1.05902382890788
14,0,1.0306811808311,1.00336109093637,1.0587451577657
14.2,0,1.03068274420255,1.00380052515791,1.05828488088287
14.4,0,1.03056374466558,1.00419236340296,1.05762767227196
14.6,0,1.0303231343921,1.00453767819017,1.05677047691843
14.8,0,1.02996665728317,1.00483855060187,1.05572314525518
15,0,1.02950039606427,1.00509661309821,1.05449670378398
15.2,0,1.02893045907142,1.00531307960396,1.05310267128126
15.4,0,1.02826297399529,1.00548882904926,1.05155294931461
15.6,0,1.02750408197297,1.00562447598796,1.04985972764227
15.8,0,1.02665993203179,1.0057204314407,1.04803540137851
16,0,1.02573667588926,1.00577695657805,1.04609249733064
16.2,0,1.02474046311181,1.00579421146987,1.04404360729419
16.4,0,1.0236774366346,1.00577230085939,1.04190132635328
16.6,0,1.02255372864348,1.00571131875514,1.03967819439174
16.8,0,1.02137545682,1.00561139355729,1.03738663909125
17,0,1.02014872094916,1.00547273543547,1.03503891868681
17.2,0,1.01887959988943,1.00529568774337,1.03264706267779
17.4,0,1.01757414890387,1.00508078437697,1.03022280856687
17.6,0,1.01623839735065,1.00482881514248,1.02777753253759
17.8,0,1.014878346731,1.00454090136523,1.02532217181366
18,0,1.01349996909226,1.00421858409474,1.02286713631772
