"value","lag","rr","lo","hi"
0,0,0.98157532453153,0.938107048113339,1.02705775387456
0.2,0,0.981342170300183,0.939389590607211,1.02516832721872
0.4,0,0.981089567606553,0.940569218701249,1.02335556015271
0.6,0,0.980819541133084,0.941650442132805,1.0216179265945
0.8,0,0.980534114353032,0.942636760414991,1.01995507684934
1,0,0.980235309193055,0.943530872243535,1.01836759098731
1.2,0,0.97992514573745,0.944334918085678,1.01685670291124
1.4,0,0.979605641974019,0.945050750053409,1.01542400102121
1.6,0,0.979278813581479,0.945680220514116,1.01407111402647
1.8,0,0.978946673758383,0.946225477669192,1.01279939367437
2,0,0.978611233093449,0.946689252966883,1.01160960952641
2.2,0,0.978274499477221,0.947075122388746,1.01050167373584
2.4,0,0.977938478054974,0.947387722173214,1.0094744152549
2.6,0,0.977605171220747,0.947632900147611,1.00852542229029
2.8,0,0.977276578652434,0.947817786906736,1.00765096875797
3,0,0.976954697387809,0.947950776386303,1.00684603517763
3.2,0,0.976641521941404,0.948041412052992,1.00610442777441
3.4,0,0.976339044462156,0.948100181586017,1.00541899290291
3.6,0,0.976049254931725,0.948138228031538,1.00478191880381
3.8,0,0.975773945483114,0.948166532402427,1.00418519336598
4,0,0.975513825646737,0.948193086420924,1.00362177035056
4.2,0,0.97526923395953,0.948223595855506,1.00308627929667
4.4,0,0.975040509004022,0.948262324911848,1.00257488800602
4.6,0,0.974827989797241,0.948312269339291,1.00208511522709
4.8,0,0.974632015847397,0.948375332067048,1.00161564118752
5,0,0.974452927211805,0.948452496861417,1.00116612112246
5.2,0,0.974291064556061,0.948543996944595,1.00073700485316
5.4,0,0.974146769214495,0.948649476967173,1.00032936401848
5.6,0,0.97402038325188,0.948768147569287,0.999944727719536
5.8,0,0.973912249526434,0.948898932115089,0.999584926988408
6,0,0.973822711754118,0.949040605161887,0.999251948515288
6.2,0,0.973752114574232,0.949191921945823,0.998947798348317
6.4,0,0.973700803616335,0.949351737742834,0.998674376703908
6.6,0,0.973669125568493,0.949519115504154,0.998433365485169
6.8,0,0.973657428246872,0.949693419769474,0.998226130502653
7,0,0.973666060666688,0.949874394613717,0.998053640639211
7.2,0,0.97369537311453,0.950062223347254,0.997916406237439
7.4,0,0.973745717222072,0.95025756789226,0.99781443878575
7.6,0,0.973817446041192,0.950461586186324,0.997747233551305
7.8,0,0.97391091412051,0.950675926561291,0.997713776211728
8,0,0.974026477583368,0.950902698716929,0.997712573866494
8.2,0,0.974164494207266,0.951144421539013,0.997741710179576
8.4,0,0.974325323504782,0.951403948480333,0.997798923936588
8.6,0,0.974509326805986,0.951684371428423,0.997881710095185
8.8,0,0.974716867342375,0.951988903855011,0.997987442536863
9,0,0.974948310332352,0.952320743550908,0.998113518220447
9.2,0,0.975204010909533,0.952682890383886,0.998257523561512
9.4,0,0.975483835438742,0.953076999281059,0.998417456218209
9.6,0,0.975787003307003,0.953502842583747,0.998591963546488
9.8,0,0.976112690166798,0.953959520265302,0.998780308455525
10,0,0.976460072140219,0.954445672728432,0.998982236210917
10.2,0,0.976828325629842,0.954959599292699,0.999197849269785
10.4,0,0.977216627136701,0.955499368058229,0.999427491295038
10.6,0,0.977624153085352,0.956062918013878,0.999671639478834
10.8,0,0.978050079655993,0.956648154028337,0.999930804535644
11,0,0.978493582623642,0.957253035043483,1.00020543804508
11.2,0,0.97895383720435,0.95787565543858,1.00049584717583
11.4,0,0.979430017908439,0.958514319200409,1.00080211715602
11.6,0,0.979921298400778,0.959167606259799,1.00112404213052
11.8,0,0.980426851368071,0.959834430173515,1.00146106522741
12,0,0.980945848393189,0.960514086266564,1.00181222872018
12.2,0,0.981477459836523,0.961206289415396,1.0021761351073
12.4,0,0.982020854724394,0.961911200843504,1.00255091973976
12.6,0,0.982575200644503,0.962629443597593,1.00293423533092
12.8,0,0.983139663648468,0.963362106739681,1.00332324831623
13,0,0.983713408161433,0.96411073868255,1.00371464663792
13.2,0,0.98429559689879,0.964877330462205,1.00410465816441
13.4,0,0.984885390790021,0.965664290032607,1.00448907866196
13.6,0,0.985481948909699,0.966474408843766,1.00486330806081
13.8,0,0.986084428415651,0.967310821993305,1.00522239372874
14,0,0.98669198449433,0.968176963103156,1.00556107960362
14.2,0,0.987303770313408,0.969076514750919,1.0058738603583
14.4,0,0.987918936981629,0.970013354758966,1.0061550402978
14.6,0,0.98853663351595,0.970991497872687,1.00639879746009
14.8,0,0.989155897781583,0.972014155507131,1.00659993948916
15,0,0.989775164271454,0.973079598329642,1.00675718357494
15.2,0,0.990392657619529,0.974184065574329,1.00687093017519
15.4,0,0.991006597857518,0.975323432537669,1.00694194790527
15.6,0,0.991615200644124,0.976493274686961,1.00697130398948
15.8,0,0.992216677344935,0.977688920850302,1.00696030588667
16,0,0.992809235144521,0.978905499131851,1.00691045076608
16.2,0,0.993391077190847,0.980137977423225,1.00682338096596
16.4,0,0.993960402772159,0.98138120011773,1.0067008438316
16.6,0,0.994515407526417,0.982629922437471,1.00654465452671
16.8,0,0.995054283683418,0.9838788436463,1.00635666054902
17,0,0.99557522033967,0.985122640336653,1.00613870676616
17.2,0,0.996076403766121,0.986356000938492,1.00589259982768
