ensemble_member,epoch,objective
0,1079,-431.7908020019531
0,1080,-431.7908020019531
0,1081,-431.79083251953125
0,1082,-431.79083251953125
0,1083,-431.7908630371094
0,1084,-431.7908935546875
0,1085,-431.7909851074219
0,1086,-431.791015625
0,1087,-431.7910461425781
0,1088,-431.7910461425781
0,1089,-431.7911071777344
0,1090,-431.7911376953125
0,1091,-431.79119873046875
0,1092,-431.7912292480469
0,1093,-431.7912902832031
0,1094,-431.7912902832031
0,1095,-431.79132080078125
0,1096,-431.7913513183594
0,1097,-431.7913818359375
0,1098,-431.79144287109375
0,1099,-431.79150390625
0,1100,-431.79150390625
0,1101,-431.79150390625
0,1102,-431.79156494140625
0,1103,-431.79156494140625
0,1104,-431.7916259765625
0,1105,-431.7916259765625
0,1106,-431.7917175292969
0,1107,-431.7917175292969
0,1108,-431.791748046875
0,1109,-431.791748046875
0,1110,-431.7917785644531
0,1111,-431.7917785644531
0,1112,-431.7918395996094
0,1113,-431.7918395996094
0,1114,-431.7918395996094
0,1115,-431.7918395996094
0,1116,-431.7918395996094
0,1117,-431.7918395996094
0,1118,-431.7917785644531
0,1119,-431.791748046875
0,1120,-431.79168701171875
0,1121,-431.79150390625
0,1122,-431.7912902832031
0,1123,-431.7909851074219
0,1124,-431.7904357910156
0,1125,-431.7897033691406
0,1126,-431.7886962890625
0,1127,-431.7870788574219
0,1128,-431.7848205566406
0,1129,-431.7811584472656
0,1130,-431.7762756347656
0,1131,-431.7679443359375
0,1132,-431.7571105957031
0,1133,-431.7378234863281
0,1134,-431.7142639160156
0,1135,-431.6694641113281
0,1136,-431.6210021972656
0,1137,-431.5195617675781
0,1138,-431.4344177246094
0,1139,-431.229248046875
0,1140,-431.1374206542969
0,1141,-430.83343505859375
0,1142,-430.88983154296875
0,1143,-430.7138671875
0,1144,-431.05419921875
0,1145,-431.23712158203125
0,1146,-431.5744934082031
0,1147,-431.754150390625
0,1148,-431.7855224609375
0,1149,-431.6921081542969
0,1150,-431.53875732421875
0,1151,-431.4776916503906
0,1152,-431.4490661621094
0,1153,-431.58111572265625
0,1154,-431.6979675292969
0,1155,-431.7815246582031
0,1156,-431.7824401855469
0,1157,-431.7232360839844
0,1158,-431.6683654785156
0,1159,-431.64068603515625
0,1160,-431.6867980957031
0,1161,-431.742431640625
0,1162,-431.7857360839844
0,1163,-431.78875732421875
0,1164,-431.7608337402344
0,1165,-431.733154296875
0,1166,-431.7217102050781
0,1167,-431.7430725097656
0,1168,-431.7706298828125
0,1169,-431.7903137207031
0,1170,-431.7901306152344
0,1171,-431.77581787109375
0,1172,-431.76287841796875
0,1173,-431.75946044921875
0,1174,-431.7705383300781
0,1175,-431.7839660644531
0,1176,-431.792236328125
0,1177,-431.7910461425781
0,1178,-431.78387451171875
0,1179,-431.77789306640625
0,1180,-431.7769470214844
0,1181,-431.7823486328125
0,1182,-431.7889709472656
0,1183,-431.7928466796875
0,1184,-431.7922058105469
0,1185,-431.7887268066406
0,1186,-431.7857971191406
0,1187,-431.7853698730469
0,1188,-431.78790283203125
0,1189,-431.79107666015625
0,1190,-431.7931213378906
0,1191,-431.7929992675781
0,1192,-431.79150390625
0,1193,-431.78997802734375
0,1194,-431.78961181640625
0,1195,-431.79058837890625
0,1196,-431.7921447753906
0,1197,-431.79327392578125
0,1198,-431.7935485839844
0,1199,-431.7929382324219
0,1200,-431.7922058105469
0,1201,-431.7917785644531
0,1202,-431.79205322265625
0,1203,-431.7926940917969
0,1204,-431.79339599609375
0,1205,-431.7937927246094
0,1206,-431.7936706542969
0,1207,-431.7933654785156
0,1208,-431.7931213378906
0,1209,-431.7930603027344
0,1210,-431.79327392578125
0,1211,-431.7935791015625
0,1212,-431.79388427734375
0,1213,-431.7940368652344
0,1214,-431.7939758300781
0,1215,-431.7938232421875
0,1216,-431.79376220703125
0,1217,-431.79376220703125
0,1218,-431.7938537597656
0,1219,-431.7940368652344
0,1220,-431.7941589355469
0,1221,-431.79425048828125
0,1222,-431.79425048828125
0,1223,-431.79425048828125
0,1224,-431.7941589355469
0,1225,-431.7942199707031
0,1226,-431.79425048828125
0,1227,-431.7943115234375
0,1228,-431.79443359375
0,1229,-431.79449462890625
0,1230,-431.7945251464844
0,1231,-431.7945251464844
0,1232,-431.7945251464844
0,1233,-431.7945251464844
0,1234,-431.7945251464844
0,1235,-431.7945861816406
0,1236,-431.79461669921875
0,1237,-431.79473876953125
0,1238,-431.79473876953125
0,1239,-431.79473876953125
0,1240,-431.7947692871094
0,1241,-431.7947998046875
0,1242,-431.7947998046875
0,1243,-431.7947998046875
0,1244,-431.7948913574219
0,1245,-431.7949523925781
0,1246,-431.79498291015625
0,1247,-431.79498291015625
0,1248,-431.79498291015625
0,1249,-431.7950134277344
0,1250,-431.7950439453125
0,1251,-431.7950744628906
0,1252,-431.7950744628906
0,1253,-431.795166015625
0,1254,-431.7951965332031
0,1255,-431.7951965332031
0,1256,-431.79522705078125
0,1257,-431.79522705078125
0,1258,-431.7952880859375
0,1259,-431.7952880859375
0,1260,-431.7953796386719
0,1261,-431.7953796386719
0,1262,-431.7954406738281
0,1263,-431.7954406738281
0,1264,-431.7954406738281
0,1265,-431.79547119140625
0,1266,-431.7955017089844
0,1267,-431.7955322265625
0,1268,-431.79559326171875
0,1269,-431.7956237792969
0,1270,-431.7956237792969
0,1271,-431.795654296875
0,1272,-431.795654296875
0,1273,-431.7956848144531
0,1274,-431.79571533203125
0,1275,-431.7957458496094
0,1276,-431.79583740234375
0,1277,-431.7958679199219
0,1278,-431.7958679199219
0,1279,-431.7958984375
0,1280,-431.7958984375
0,1281,-431.7959289550781
0,1282,-431.7959289550781
0,1283,-431.7959899902344
0,1284,-431.7959899902344
0,1285,-431.79608154296875
0,1286,-431.79608154296875
0,1287,-431.796142578125
0,1288,-431.796142578125
0,1289,-431.796142578125
0,1290,-431.7961730957031
0,1291,-431.79620361328125
0,1292,-431.79620361328125
0,1293,-431.7962951660156
0,1294,-431.7962951660156
0,1295,-431.7963562011719
0,1296,-431.7963562011719
0,1297,-431.7963562011719
0,1298,-431.7964172363281
0,1299,-431.7964172363281
0,1300,-431.79644775390625
0,1301,-431.7965087890625
0,1302,-431.7965087890625
0,1303,-431.7966003417969
0,1304,-431.7966003417969
0,1305,-431.7966003417969
0,1306,-431.7966003417969
0,1307,-431.796630859375
0,1308,-431.79669189453125
0,1309,-431.79669189453125
0,1310,-431.7967529296875
0,1311,-431.7967834472656
0,1312,-431.79681396484375
0,1313,-431.79681396484375
0,1314,-431.7968444824219
0,1315,-431.7968444824219
0,1316,-431.7969055175781
0,1317,-431.7969055175781
0,1318,-431.7969970703125
0,1319,-431.7969970703125
0,1320,-431.7970275878906
0,1321,-431.79705810546875
0,1322,-431.79705810546875
0,1323,-431.7970886230469
0,1324,-431.797119140625
0,1325,-431.797119140625
0,1326,-431.7971496582031
0,1327,-431.7972412109375
0,1328,-431.7972717285156
0,1329,-431.7972717285156
0,1330,-431.7972717285156
0,1331,-431.7973327636719
0,1332,-431.7973327636719
0,1333,-431.7973937988281
0,1334,-431.7973937988281
0,1335,-431.7974853515625
0,1336,-431.7974853515625
0,1337,-431.7974853515625
0,1338,-431.7975158691406
0,1339,-431.7975158691406
0,1340,-431.79754638671875
0,1341,-431.7975769042969
0,1342,-431.797607421875
0,1343,-431.7976989746094
0,1344,-431.7976989746094
0,1345,-431.7977294921875
0,1346,-431.7977294921875
0,1347,-431.7977600097656
0,1348,-431.79779052734375
0,1349,-431.7978210449219
0,1350,-431.7978210449219
0,1351,-431.7978515625
0,1352,-431.79791259765625
0,1353,-431.7979431152344
0,1354,-431.7979431152344
0,1355,-431.7979736328125
0,1356,-431.7979736328125
0,1357,-431.7979736328125
0,1358,-431.7979736328125
0,1359,-431.7979431152344
0,1360,-431.79791259765625
0,1361,-431.7977600097656
0,1362,-431.79766845703125
0,1363,-431.7973937988281
0,1364,-431.79705810546875
0,1365,-431.79644775390625
0,1366,-431.7956237792969
0,1367,-431.79425048828125
0,1368,-431.7922058105469
0,1369,-431.7889099121094
0,1370,-431.7842102050781
0,1371,-431.77630615234375
0,1372,-431.76568603515625
0,1373,-431.74676513671875
0,1374,-431.72320556640625
0,1375,-431.67877197265625
0,1376,-431.6307373046875
0,1377,-431.5318603515625
0,1378,-431.45111083984375
0,1379,-431.26055908203125
0,1380,-431.1849365234375
0,1381,-430.93096923828125
0,1382,-431.0058288574219
0,1383,-430.9077453613281
0,1384,-431.21319580078125
0,1385,-431.40277099609375
0,1386,-431.66229248046875
0,1387,-431.78594970703125
0,1388,-431.7795104980469
0,1389,-431.683349609375
0,1390,-431.5537414550781
0,1391,-431.52392578125
0,1392,-431.5283508300781
0,1393,-431.64813232421875
0,1394,-431.7456970214844
0,1395,-431.7966003417969
0,1396,-431.7788391113281
0,1397,-431.7213439941406
0,1398,-431.6838073730469
0,1399,-431.6757507324219
0,1400,-431.7234802246094
0,1401,-431.77117919921875
0,1402,-431.7973937988281
0,1403,-431.78924560546875
0,1404,-431.761474609375
0,1405,-431.7430725097656
0,1406,-431.7421875
0,1407,-431.76544189453125
0,1408,-431.788330078125
0,1409,-431.79852294921875
0,1410,-431.7921447753906
0,1411,-431.77813720703125
0,1412,-431.77081298828125
0,1413,-431.77349853515625
0,1414,-431.7855224609375
0,1415,-431.7957458496094
0,1416,-431.7986755371094
0,1417,-431.7940673828125
0,1418,-431.7873840332031
0,1419,-431.78497314453125
0,1420,-431.78759765625
0,1421,-431.79364013671875
0,1422,-431.7981872558594
0,1423,-431.7986755371094
0,1424,-431.7959289550781
0,1425,-431.79290771484375
0,1426,-431.7922058105469
0,1427,-431.7940368652344
0,1428,-431.79705810546875
0,1429,-431.79888916015625
0,1430,-431.79888916015625
0,1431,-431.7974853515625
0,1432,-431.7961120605469
0,1433,-431.7958984375
0,1434,-431.7969055175781
0,1435,-431.7983703613281
0,1436,-431.7992248535156
0,1437,-431.7991638183594
0,1438,-431.7984619140625
0,1439,-431.79791259765625
0,1440,-431.7978210449219
0,1441,-431.7983093261719
0,1442,-431.7990417480469
0,1443,-431.7994384765625
0,1444,-431.7994384765625
0,1445,-431.79913330078125
0,1446,-431.79888916015625
0,1447,-431.798828125
0,1448,-431.799072265625
0,1449,-431.79937744140625
0,1450,-431.7996520996094
0,1451,-431.7996826171875
0,1452,-431.7995910644531
0,1453,-431.7994384765625
0,1454,-431.7994079589844
0,1455,-431.7995300292969
0,1456,-431.7996520996094
0,1457,-431.7998046875
0,1458,-431.79986572265625
0,1459,-431.79986572265625
0,1460,-431.7998046875
0,1461,-431.7998046875
0,1462,-431.7998046875
0,1463,-431.7998962402344
0,1464,-431.800048828125
0,1465,-431.800048828125
0,1466,-431.8000793457031
0,1467,-431.8000793457031
0,1468,-431.800048828125
0,1469,-431.8000793457031
0,1470,-431.80010986328125
0,1471,-431.8002014160156
0,1472,-431.80023193359375
0,1473,-431.80029296875
0,1474,-431.80029296875
0,1475,-431.80029296875
0,1476,-431.80029296875
0,1477,-431.80029296875
0,1478,-431.80035400390625
0,1479,-431.8003845214844
0,1480,-431.80047607421875
0,1481,-431.8005065917969
0,1482,-431.8005065917969
0,1483,-431.8005065917969
0,1484,-431.8005065917969
0,1485,-431.8005065917969
0,1486,-431.8005676269531
0,1487,-431.80059814453125
0,1488,-431.8006591796875
0,1489,-431.8006896972656
0,1490,-431.80072021484375
0,1491,-431.80072021484375
0,1492,-431.8007507324219
0,1493,-431.8007507324219
0,1494,-431.8007507324219
0,1495,-431.80078125
0,1496,-431.80084228515625
0,1497,-431.80084228515625
0,1498,-431.8009338378906
0,1499,-431.8009338378906
0,1500,-431.8009338378906
0,1501,-431.80096435546875
0,1502,-431.80096435546875
0,1503,-431.8009948730469
0,1504,-431.8009948730469
0,1505,-431.8010559082031
0,1506,-431.8011169433594
0,1507,-431.8011474609375
0,1508,-431.8011474609375
0,1509,-431.8011779785156
0,1510,-431.80120849609375
0,1511,-431.80120849609375
0,1512,-431.80120849609375
0,1513,-431.80120849609375
0,1514,-431.80126953125
0,1515,-431.80126953125
0,1516,-431.8013000488281
0,1517,-431.8013610839844
0,1518,-431.8013916015625
0,1519,-431.8014221191406
0,1520,-431.8014221191406
0,1521,-431.8014221191406
0,1522,-431.80145263671875
0,1523,-431.8014831542969
0,1524,-431.8014831542969
0,1525,-431.8015441894531
0,1526,-431.8015441894531
0,1527,-431.8016052246094
0,1528,-431.8016357421875
0,1529,-431.8016662597656
0,1530,-431.8016662597656
0,1531,-431.8016662597656
0,1532,-431.80169677734375
0,1533,-431.80169677734375
0,1534,-431.8017578125
0,1535,-431.8017578125
0,1536,-431.80181884765625
0,1537,-431.8018493652344
0,1538,-431.8018493652344
0,1539,-431.8018798828125
0,1540,-431.8018798828125
0,1541,-431.8019104003906
0,1542,-431.8019104003906
0,1543,-431.80194091796875
0,1544,-431.8019714355469
0,1545,-431.802001953125
0,1546,-431.80206298828125
0,1547,-431.8021240234375
0,1548,-431.8021240234375
0,1549,-431.8021240234375
0,1550,-431.8021240234375
0,1551,-431.8021545410156
0,1552,-431.80218505859375
0,1553,-431.80218505859375
0,1554,-431.80218505859375
0,1555,-431.8022766113281
0,1556,-431.80230712890625
0,1557,-431.8023376464844
0,1558,-431.8023681640625
0,1559,-431.8023681640625
0,1560,-431.8023681640625
0,1561,-431.8023681640625
0,1562,-431.8023986816406
0,1563,-431.80242919921875
0,1564,-431.8024597167969
0,1565,-431.8024597167969
0,1566,-431.80255126953125
0,1567,-431.80255126953125
0,1568,-431.8025817871094
0,1569,-431.8025817871094
0,1570,-431.8026123046875
0,1571,-431.8026123046875
0,1572,-431.8026428222656
0,1573,-431.80267333984375
0,1574,-431.802734375
0,1575,-431.8027648925781
0,1576,-431.8027648925781
0,1577,-431.8028259277344
0,1578,-431.8028259277344
0,1579,-431.8028259277344
0,1580,-431.8028259277344
0,1581,-431.8028259277344
0,1582,-431.8028869628906
0,1583,-431.8028869628906
0,1584,-431.802978515625
0,1585,-431.8030090332031
0,1586,-431.8030090332031
0,1587,-431.80303955078125
0,1588,-431.80303955078125
0,1589,-431.80303955078125
0,1590,-431.8031005859375
0,1591,-431.8031005859375
0,1592,-431.8031311035156
0,1593,-431.8031311035156
0,1594,-431.8031921386719
0,1595,-431.8032531738281
0,1596,-431.8032531738281
0,1597,-431.8032531738281
0,1598,-431.80328369140625
0,1599,-431.80328369140625
0,1600,-431.80328369140625
0,1601,-431.8033142089844
0,1602,-431.8033447265625
0,1603,-431.8033752441406
0,1604,-431.8033752441406
0,1605,-431.803466796875
0,1606,-431.8034973144531
0,1607,-431.8034973144531
0,1608,-431.8034973144531
0,1609,-431.80352783203125
0,1610,-431.80352783203125
0,1611,-431.8035583496094
0,1612,-431.8035888671875
0,1613,-431.8036193847656
0,1614,-431.8036804199219
0,1615,-431.8036804199219
0,1616,-431.8037109375
0,1617,-431.8037414550781
0,1618,-431.8037414550781
0,1619,-431.8037414550781
0,1620,-431.8037414550781
0,1621,-431.8038024902344
0,1622,-431.8038024902344
0,1623,-431.80389404296875
0,1624,-431.80389404296875
0,1625,-431.8039245605469
0,1626,-431.803955078125
0,1627,-431.803955078125
0,1628,-431.803955078125
0,1629,-431.803955078125
0,1630,-431.80401611328125
0,1631,-431.80401611328125
0,1632,-431.8040466308594
0,1633,-431.8040771484375
0,1634,-431.80413818359375
0,1635,-431.8041687011719
0,1636,-431.8041687011719
0,1637,-431.80419921875
0,1638,-431.80419921875
0,1639,-431.80419921875
0,1640,-431.8042297363281
0,1641,-431.8042297363281
0,1642,-431.80426025390625
0,1643,-431.8042907714844
0,1644,-431.8042907714844
0,1645,-431.80438232421875
0,1646,-431.8044128417969
0,1647,-431.8044128417969
0,1648,-431.804443359375
0,1649,-431.804443359375
0,1650,-431.804443359375
0,1651,-431.804443359375
0,1652,-431.8044738769531
0,1653,-431.80450439453125
0,1654,-431.80450439453125
0,1655,-431.80450439453125
0,1656,-431.8045349121094
0,1657,-431.80450439453125
0,1658,-431.80450439453125
0,1659,-431.80450439453125
0,1660,-431.804443359375
0,1661,-431.804443359375
0,1662,-431.8042907714844
0,1663,-431.8041687011719
0,1664,-431.80389404296875
0,1665,-431.80352783203125
0,1666,-431.8031005859375
0,1667,-431.8024597167969
0,1668,-431.8016662597656
0,1669,-431.800537109375
0,1670,-431.7992858886719
0,1671,-431.7974548339844
0,1672,-431.79547119140625
0,1673,-431.7927551269531
0,1674,-431.7901306152344
0,1675,-431.78643798828125
0,1676,-431.78326416015625
0,1677,-431.77862548828125
0,1678,-431.775390625
0,1679,-431.7702941894531
0,1680,-431.7677307128906
0,1681,-431.7629089355469
0,1682,-431.7618713378906
0,1683,-431.758544921875
0,1684,-431.7599182128906
0,1685,-431.75921630859375
0,1686,-431.7633056640625
0,1687,-431.7655334472656
0,1688,-431.77166748046875
0,1689,-431.77630615234375
0,1690,-431.7830505371094
0,1691,-431.7884521484375
0,1692,-431.7940368652344
0,1693,-431.79840087890625
0,1694,-431.8018798828125
0,1695,-431.8040466308594
0,1696,-431.8052062988281
0,1697,-431.8053894042969
0,1698,-431.8049011230469
0,1699,-431.803955078125
0,1700,-431.8028259277344
0,1701,-431.8017578125
0,1702,-431.8008117675781
0,1703,-431.80035400390625
0,1704,-431.800048828125
0,1705,-431.80029296875
0,1706,-431.8007507324219
0,1707,-431.8014831542969
0,1708,-431.80230712890625
0,1709,-431.8031921386719
0,1710,-431.803955078125
0,1711,-431.8046569824219
0,1712,-431.8051452636719
0,1713,-431.8055419921875
0,1714,-431.8057556152344
0,1715,-431.8058166503906
0,1716,-431.8058166503906
0,1717,-431.8056640625
0,1718,-431.8055725097656
0,1719,-431.80535888671875
0,1720,-431.8052978515625
0,1721,-431.8051452636719
0,1722,-431.80511474609375
0,1723,-431.80511474609375
0,1724,-431.8051452636719
0,1725,-431.8052062988281
0,1726,-431.80535888671875
0,1727,-431.8055114746094
0,1728,-431.8055725097656
0,1729,-431.8057556152344
0,1730,-431.8058166503906
0,1731,-431.8059997558594
0,1732,-431.8060302734375
0,1733,-431.80609130859375
0,1734,-431.80621337890625
0,1735,-431.8062744140625
0,1736,-431.8062744140625
0,1737,-431.8062744140625
0,1738,-431.8062744140625
0,1739,-431.8062744140625
0,1740,-431.8062744140625
0,1741,-431.8062744140625
0,1742,-431.8062744140625
0,1743,-431.8063049316406
0,1744,-431.8063049316406
0,1745,-431.8063049316406
0,1746,-431.8063659667969
0,1747,-431.8064270019531
0,1748,-431.8064270019531
0,1749,-431.8064270019531
0,1750,-431.8064880371094
0,1751,-431.8065185546875
0,1752,-431.8065185546875
0,1753,-431.8065185546875
0,1754,-431.8065490722656
0,1755,-431.80657958984375
0,1756,-431.8066711425781
0,1757,-431.8066711425781
0,1758,-431.80670166015625
0,1759,-431.80670166015625
0,1760,-431.8067321777344
0,1761,-431.8067321777344
0,1762,-431.8067626953125
0,1763,-431.8067626953125
0,1764,-431.80682373046875
0,1765,-431.80682373046875
0,1766,-431.8069152832031
0,1767,-431.8069152832031
0,1768,-431.80694580078125
0,1769,-431.8069763183594
0,1770,-431.8069763183594
0,1771,-431.8069763183594
0,1772,-431.8069763183594
0,1773,-431.8070373535156
0,1774,-431.8070373535156
0,1775,-431.8070373535156
0,1776,-431.80706787109375
0,1777,-431.80712890625
0,1778,-431.8071594238281
0,1779,-431.80718994140625
0,1780,-431.80718994140625
0,1781,-431.80718994140625
0,1782,-431.80718994140625
0,1783,-431.8072204589844
0,1784,-431.8072509765625
0,1785,-431.8072509765625
0,1786,-431.8072509765625
0,1787,-431.8073425292969
0,1788,-431.8073425292969
0,1789,-431.8074035644531
0,1790,-431.8074035644531
0,1791,-431.8074035644531
0,1792,-431.80743408203125
0,1793,-431.80743408203125
0,1794,-431.8074645996094
0,1795,-431.8074645996094
0,1796,-431.8074645996094
0,1797,-431.8074951171875
0,1798,-431.8075256347656
0,1799,-431.8075256347656
0,1800,-431.8076171875
0,1801,-431.8076171875
0,1802,-431.8076171875
0,1803,-431.8076477050781
0,1804,-431.8076477050781
0,1805,-431.80767822265625
0,1806,-431.80767822265625
0,1807,-431.8077087402344
0,1808,-431.8077392578125
0,1809,-431.8077392578125
0,1810,-431.8077697753906
0,1811,-431.8078308105469
0,1812,-431.8078308105469
0,1813,-431.807861328125
0,1814,-431.8078918457031
0,1815,-431.8078918457031
0,1816,-431.8078918457031
0,1817,-431.8078918457031
0,1818,-431.80792236328125
0,1819,-431.8079528808594
0,1820,-431.8079528808594
0,1821,-431.8079833984375
0,1822,-431.80804443359375
0,1823,-431.80804443359375
0,1824,-431.80810546875
0,1825,-431.80810546875
0,1826,-431.80810546875
0,1827,-431.80810546875
0,1828,-431.80810546875
0,1829,-431.80816650390625
0,1830,-431.80816650390625
0,1831,-431.8081970214844
0,1832,-431.8081970214844
0,1833,-431.8082275390625
0,1834,-431.8082275390625
0,1835,-431.8083190917969
0,1836,-431.8083190917969
0,1837,-431.808349609375
0,1838,-431.808349609375
0,1839,-431.808349609375
0,1840,-431.808349609375
0,1841,-431.808349609375
0,1842,-431.8083801269531
0,1843,-431.8083801269531
0,1844,-431.8083801269531
0,1845,-431.8083801269531
0,1846,-431.80841064453125
0,1847,-431.8083801269531
0,1848,-431.808349609375
0,1849,-431.808349609375
0,1850,-431.8083190917969
0,1851,-431.80816650390625
0,1852,-431.80810546875
0,1853,-431.8078918457031
0,1854,-431.8076477050781
0,1855,-431.8072509765625
0,1856,-431.80682373046875
0,1857,-431.8061218261719
0,1858,-431.8052062988281
0,1859,-431.8039245605469
0,1860,-431.80218505859375
0,1861,-431.7996520996094
0,1862,-431.7966003417969
0,1863,-431.7918395996094
0,1864,-431.7864074707031
0,1865,-431.77783203125
0,1866,-431.7688293457031
0,1867,-431.754150390625
0,1868,-431.7409973144531
0,1869,-431.7184753417969
0,1870,-431.7032775878906
0,1871,-431.6745910644531
0,1872,-431.6648864746094
0,1873,-431.6399230957031
0,1874,-431.6479797363281
0,1875,-431.6434326171875
0,1876,-431.67486572265625
0,1877,-431.69757080078125
0,1878,-431.7382507324219
0,1879,-431.7691345214844
0,1880,-431.7947082519531
0,1881,-431.8073425292969
0,1882,-431.8079833984375
0,1883,-431.7998046875
0,1884,-431.78729248046875
0,1885,-431.7772216796875
0,1886,-431.7701416015625
0,1887,-431.77264404296875
0,1888,-431.7785949707031
0,1889,-431.7896728515625
0,1890,-431.7995300292969
0,1891,-431.8066101074219
0,1892,-431.80914306640625
0,1893,-431.8076171875
0,1894,-431.8036804199219
0,1895,-431.79931640625
0,1896,-431.7969665527344
0,1897,-431.7966003417969
0,1898,-431.7991027832031
0,1899,-431.8024597167969
0,1900,-431.8060607910156
0,1901,-431.80853271484375
0,1902,-431.8092956542969
0,1903,-431.80865478515625
0,1904,-431.80718994140625
0,1905,-431.8057861328125
0,1906,-431.8049011230469
0,1907,-431.80511474609375
0,1908,-431.8060302734375
0,1909,-431.8073425292969
0,1910,-431.80859375
0,1911,-431.8092956542969
0,1912,-431.80950927734375
0,1913,-431.80914306640625
0,1914,-431.80859375
0,1915,-431.8081359863281
0,1916,-431.8079528808594
0,1917,-431.80810546875
0,1918,-431.8085021972656
0,1919,-431.80902099609375
0,1920,-431.8094482421875
0,1921,-431.8096618652344
0,1922,-431.8096618652344
0,1923,-431.80950927734375
0,1924,-431.809326171875
0,1925,-431.8092346191406
0,1926,-431.8092041015625
0,1927,-431.80926513671875
0,1928,-431.8094787597656
0,1929,-431.8096008300781
0,1930,-431.80975341796875
0,1931,-431.809814453125
0,1932,-431.8098449707031
0,1933,-431.8097839355469
0,1934,-431.8097229003906
0,1935,-431.8097229003906
0,1936,-431.8097229003906
0,1937,-431.80975341796875
0,1938,-431.8098449707031
0,1939,-431.8099670410156
0,1940,-431.8099670410156
0,1941,-431.80999755859375
0,1942,-431.80999755859375
0,1943,-431.80999755859375
0,1944,-431.80999755859375
0,1945,-431.80999755859375
0,1946,-431.80999755859375
0,1947,-431.81005859375
0,1948,-431.81011962890625
0,1949,-431.8101501464844
0,1950,-431.8102111816406
0,1951,-431.8102111816406
0,1952,-431.8102111816406
0,1953,-431.8102111816406
0,1954,-431.8102111816406
0,1955,-431.8102111816406
0,1956,-431.8102111816406
0,1957,-431.8102722167969
0,1958,-431.8102722167969
0,1959,-431.810302734375
0,1960,-431.81036376953125
0,1961,-431.8103942871094
0,1962,-431.8103942871094
0,1963,-431.8104248046875
0,1964,-431.8104248046875
0,1965,-431.8104248046875
0,1966,-431.8104248046875
0,1967,-431.8104248046875
0,1968,-431.8104553222656
0,1969,-431.81048583984375
0,1970,-431.81048583984375
0,1971,-431.8105773925781
0,1972,-431.8105773925781
0,1973,-431.81060791015625
0,1974,-431.81060791015625
0,1975,-431.8106384277344
0,1976,-431.8106384277344
0,1977,-431.8106689453125
0,1978,-431.8106689453125
0,1979,-431.8106689453125
0,1980,-431.8106689453125
0,1981,-431.8106994628906
0,1982,-431.8106994628906
0,1983,-431.81072998046875
0,1984,-431.8107604980469
0,1985,-431.8107604980469
0,1986,-431.8108215332031
0,1987,-431.81085205078125
0,1988,-431.81085205078125
0,1989,-431.8108825683594
0,1990,-431.8108825683594
0,1991,-431.8108825683594
0,1992,-431.8108825683594
0,1993,-431.8109130859375
0,1994,-431.8109130859375
0,1995,-431.8109130859375
0,1996,-431.8109436035156
0,1997,-431.8109436035156
0,1998,-431.81097412109375
0,1999,-431.81097412109375
0,2000,-431.8110656738281
0,2001,-431.8110656738281
0,2002,-431.81109619140625
0,2003,-431.8111267089844
0,2004,-431.8111267089844
0,2005,-431.8111267089844
0,2006,-431.8111267089844
0,2007,-431.8111267089844
0,2008,-431.8111267089844
0,2009,-431.8111572265625
0,2010,-431.8111877441406
0,2011,-431.8111877441406
0,2012,-431.81121826171875
0,2013,-431.811279296875
0,2014,-431.811279296875
0,2015,-431.8113098144531
0,2016,-431.81134033203125
0,2017,-431.81134033203125
0,2018,-431.81134033203125
0,2019,-431.81134033203125
0,2020,-431.81134033203125
0,2021,-431.81134033203125
0,2022,-431.8113708496094
0,2023,-431.8114013671875
0,2024,-431.8114013671875
0,2025,-431.8114929199219
0,2026,-431.8114929199219
0,2027,-431.8114929199219
0,2028,-431.8114929199219
0,2029,-431.8115539550781
0,2030,-431.8115539550781
0,2031,-431.8115539550781
0,2032,-431.81158447265625
0,2033,-431.81158447265625
0,2034,-431.81158447265625
0,2035,-431.8116149902344
0,2036,-431.8116149902344
0,2037,-431.8116149902344
0,2038,-431.8116760253906
0,2039,-431.8116760253906
0,2040,-431.8116760253906
0,2041,-431.8117370605469
0,2042,-431.8117370605469
0,2043,-431.811767578125
0,2044,-431.811767578125
0,2045,-431.8117980957031
0,2046,-431.8117980957031
0,2047,-431.8117980957031
0,2048,-431.81182861328125
0,2049,-431.81182861328125
0,2050,-431.81182861328125
0,2051,-431.81182861328125
0,2052,-431.8118896484375
0,2053,-431.8118896484375
0,2054,-431.8119201660156
0,2055,-431.8119201660156
0,2056,-431.8119812011719
0,2057,-431.8119812011719
0,2058,-431.81201171875
0,2059,-431.8120422363281
0,2060,-431.8120422363281
0,2061,-431.8120422363281
0,2062,-431.8120422363281
0,2063,-431.8120422363281
0,2064,-431.81207275390625
0,2065,-431.81207275390625
0,2066,-431.8121032714844
0,2067,-431.8121032714844
0,2068,-431.81219482421875
0,2069,-431.81219482421875
0,2070,-431.81219482421875
0,2071,-431.81219482421875
0,2072,-431.812255859375
0,2073,-431.812255859375
0,2074,-431.8122863769531
0,2075,-431.8122863769531
0,2076,-431.8122863769531
0,2077,-431.8122863769531
0,2078,-431.8122863769531
0,2079,-431.81231689453125
0,2080,-431.81231689453125
0,2081,-431.81231689453125
0,2082,-431.8123474121094
0,2083,-431.8123779296875
0,2084,-431.81243896484375
0,2085,-431.81243896484375
0,2086,-431.8124694824219
