ensemble_member,epoch,objective
0,207,-431.70440673828125
0,208,-431.704833984375
0,209,-431.70526123046875
0,210,-431.7057189941406
0,211,-431.7061767578125
0,212,-431.7066345214844
0,213,-431.7070617675781
0,214,-431.70751953125
0,215,-431.7078857421875
0,216,-431.70831298828125
0,217,-431.7087097167969
0,218,-431.70916748046875
0,219,-431.7095642089844
0,220,-431.7099609375
0,221,-431.7103271484375
0,222,-431.7107849121094
0,223,-431.711181640625
0,224,-431.7115173339844
0,225,-431.7119445800781
0,226,-431.7123718261719
0,227,-431.71270751953125
0,228,-431.7131042480469
0,229,-431.7135009765625
0,230,-431.7138366699219
0,231,-431.7142639160156
0,232,-431.7146301269531
0,233,-431.7149353027344
0,234,-431.71533203125
0,235,-431.71563720703125
0,236,-431.7160949707031
0,237,-431.71636962890625
0,238,-431.7167663574219
0,239,-431.7170715332031
0,240,-431.7174377441406
0,241,-431.7178039550781
0,242,-431.7181701660156
0,243,-431.7184753417969
0,244,-431.7188415527344
0,245,-431.7191162109375
0,246,-431.719482421875
0,247,-431.71978759765625
0,248,-431.7201232910156
0,249,-431.720458984375
0,250,-431.72076416015625
0,251,-431.7210998535156
0,252,-431.7214050292969
0,253,-431.7217102050781
0,254,-431.7220764160156
0,255,-431.72235107421875
0,256,-431.72271728515625
0,257,-431.7230224609375
0,258,-431.72332763671875
0,259,-431.7236633300781
0,260,-431.72393798828125
0,261,-431.72418212890625
0,262,-431.7245788574219
0,263,-431.724853515625
0,264,-431.72509765625
0,265,-431.7253723144531
0,266,-431.72564697265625
0,267,-431.72601318359375
0,268,-431.72625732421875
0,269,-431.72650146484375
0,270,-431.7267761230469
0,271,-431.72705078125
0,272,-431.72735595703125
0,273,-431.7276306152344
0,274,-431.7278747558594
0,275,-431.7281188964844
0,276,-431.7283935546875
0,277,-431.72869873046875
0,278,-431.7289733886719
0,279,-431.729248046875
0,280,-431.7294616699219
0,281,-431.7297058105469
0,282,-431.7299499511719
0,283,-431.73016357421875
0,284,-431.73040771484375
0,285,-431.73065185546875
0,286,-431.7309265136719
0,287,-431.7311706542969
0,288,-431.7314147949219
0,289,-431.7316589355469
0,290,-431.73187255859375
0,291,-431.73211669921875
0,292,-431.7323913574219
0,293,-431.7326354980469
0,294,-431.73284912109375
0,295,-431.73309326171875
0,296,-431.73333740234375
0,297,-431.7335510253906
0,298,-431.7337341308594
0,299,-431.73394775390625
0,300,-431.73419189453125
0,301,-431.7344055175781
0,302,-431.734619140625
0,303,-431.7348327636719
0,304,-431.7350158691406
0,305,-431.7352294921875
0,306,-431.7354736328125
0,307,-431.7357177734375
0,308,-431.7359313964844
0,309,-431.7361145019531
0,310,-431.736328125
0,311,-431.736572265625
0,312,-431.7367858886719
0,313,-431.7369079589844
0,314,-431.73712158203125
0,315,-431.7373352050781
0,316,-431.737548828125
0,317,-431.7377624511719
0,318,-431.73797607421875
0,319,-431.7381896972656
0,320,-431.73834228515625
0,321,-431.738525390625
0,322,-431.73870849609375
0,323,-431.7389221191406
0,324,-431.7391662597656
0,325,-431.73931884765625
0,326,-431.739501953125
0,327,-431.7396545410156
0,328,-431.7398681640625
0,329,-431.74005126953125
0,330,-431.7401428222656
0,331,-431.7403564453125
0,332,-431.74053955078125
0,333,-431.74078369140625
0,334,-431.7409973144531
0,335,-431.7410888671875
0,336,-431.7412414550781
0,337,-431.7414245605469
0,338,-431.74163818359375
0,339,-431.7418518066406
0,340,-431.7419738769531
0,341,-431.7421569824219
0,342,-431.74224853515625
0,343,-431.7424011230469
0,344,-431.74261474609375
0,345,-431.74285888671875
0,346,-431.7430419921875
0,347,-431.74310302734375
0,348,-431.7432556152344
0,349,-431.74334716796875
0,350,-431.74359130859375
0,351,-431.7438049316406
0,352,-431.7439270019531
0,353,-431.7440185546875
0,354,-431.74420166015625
0,355,-431.7444152832031
0,356,-431.74462890625
0,357,-431.7447204589844
0,358,-431.744873046875
0,359,-431.74493408203125
0,360,-431.7451477050781
0,361,-431.7453918457031
0,362,-431.7454833984375
0,363,-431.74560546875
0,364,-431.74578857421875
0,365,-431.74591064453125
0,366,-431.74609375
0,367,-431.74627685546875
0,368,-431.74639892578125
0,369,-431.7465515136719
0,370,-431.7467041015625
0,371,-431.74676513671875
0,372,-431.74700927734375
0,373,-431.7471008300781
0,374,-431.74725341796875
0,375,-431.7474060058594
0,376,-431.7475280761719
0,377,-431.7477111816406
0,378,-431.747802734375
0,379,-431.7479248046875
0,380,-431.74810791015625
0,381,-431.7481994628906
0,382,-431.7483825683594
0,383,-431.74847412109375
0,384,-431.7486267089844
0,385,-431.7488098144531
0,386,-431.7488708496094
0,387,-431.7490539550781
0,388,-431.7491149902344
0,389,-431.7492980957031
0,390,-431.7493591308594
0,391,-431.74951171875
0,392,-431.74957275390625
0,393,-431.7497863769531
0,394,-431.7498474121094
0,395,-431.75
0,396,-431.750244140625
0,397,-431.7503967285156
0,398,-431.75048828125
0,399,-431.75067138671875
0,400,-431.750732421875
0,401,-431.7508850097656
0,402,-431.7509460449219
0,403,-431.7510986328125
0,404,-431.75115966796875
0,405,-431.7513427734375
0,406,-431.75146484375
0,407,-431.7516174316406
0,408,-431.75177001953125
0,409,-431.7518615722656
0,410,-431.7520751953125
0,411,-431.7521667480469
0,412,-431.7523193359375
0,413,-431.75238037109375
0,414,-431.7525329589844
0,415,-431.7525939941406
0,416,-431.7527770996094
0,417,-431.7528381347656
0,418,-431.7529602050781
0,419,-431.7530212402344
0,420,-431.75311279296875
0,421,-431.75323486328125
0,422,-431.75341796875
0,423,-431.7535095214844
0,424,-431.7536926269531
0,425,-431.75390625
0,426,-431.7539978027344
0,427,-431.754150390625
0,428,-431.75421142578125
0,429,-431.7543640136719
0,430,-431.7544250488281
0,431,-431.75457763671875
0,432,-431.754638671875
0,433,-431.7547912597656
0,434,-431.7548522949219
0,435,-431.7550354003906
0,436,-431.755126953125
0,437,-431.75531005859375
0,438,-431.7554016113281
0,439,-431.75555419921875
0,440,-431.7557067871094
0,441,-431.7558288574219
0,442,-431.7559814453125
0,443,-431.75604248046875
0,444,-431.7562255859375
0,445,-431.75628662109375
0,446,-431.7564392089844
0,447,-431.7564697265625
0,448,-431.7566223144531
0,449,-431.7566833496094
0,450,-431.7567443847656
0,451,-431.7568359375
0,452,-431.75677490234375
0,453,-431.7568359375
0,454,-431.75689697265625
0,455,-431.7571105957031
0,456,-431.75738525390625
0,457,-431.7575988769531
0,458,-431.7578430175781
0,459,-431.75787353515625
0,460,-431.7579040527344
0,461,-431.7579345703125
0,462,-431.7580871582031
0,463,-431.75823974609375
0,464,-431.7584533691406
0,465,-431.7586364746094
0,466,-431.7587585449219
0,467,-431.7587890625
0,468,-431.75885009765625
0,469,-431.75897216796875
0,470,-431.7590026855469
0,471,-431.75921630859375
0,472,-431.75933837890625
0,473,-431.7594909667969
0,474,-431.7596740722656
0,475,-431.759765625
0,476,-431.7599182128906
0,477,-431.7599792480469
0,478,-431.7601013183594
0,479,-431.7601623535156
0,480,-431.76019287109375
0,481,-431.76031494140625
0,482,-431.7603759765625
0,483,-431.7604064941406
0,484,-431.7604675292969
0,485,-431.7606201171875
0,486,-431.76068115234375
0,487,-431.7608337402344
0,488,-431.760986328125
0,489,-431.7611389160156
0,490,-431.76129150390625
0,491,-431.76153564453125
0,492,-431.7615966796875
0,493,-431.7617492675781
0,494,-431.7618713378906
0,495,-431.7619934082031
0,496,-431.7620544433594
0,497,-431.7621765136719
0,498,-431.7622375488281
0,499,-431.76226806640625
0,500,-431.76226806640625
0,501,-431.7622375488281
0,502,-431.76202392578125
0,503,-431.7617492675781
0,504,-431.7613525390625
0,505,-431.76141357421875
0,506,-431.7618103027344
0,507,-431.7624816894531
0,508,-431.7631530761719
0,509,-431.763427734375
0,510,-431.76336669921875
0,511,-431.7631530761719
0,512,-431.7629089355469
0,513,-431.76300048828125
0,514,-431.76336669921875
0,515,-431.7637023925781
0,516,-431.7640686035156
0,517,-431.76422119140625
0,518,-431.76422119140625
0,519,-431.7640686035156
0,520,-431.7640686035156
0,521,-431.7640686035156
0,522,-431.7641296386719
0,523,-431.76434326171875
0,524,-431.7646179199219
0,525,-431.7649230957031
0,526,-431.7650146484375
0,527,-431.76519775390625
0,528,-431.7652282714844
0,529,-431.7652587890625
0,530,-431.7652282714844
0,531,-431.7652587890625
0,532,-431.7652587890625
0,533,-431.7652282714844
0,534,-431.7652282714844
0,535,-431.7652587890625
0,536,-431.76531982421875
0,537,-431.7654113769531
0,538,-431.765625
0,539,-431.7658386230469
0,540,-431.7659912109375
0,541,-431.76617431640625
0,542,-431.7663879394531
0,543,-431.7665710449219
0,544,-431.76666259765625
0,545,-431.766845703125
0,546,-431.7668762207031
0,547,-431.76702880859375
0,548,-431.76708984375
0,549,-431.7671813964844
0,550,-431.7673034667969
0,551,-431.7673645019531
0,552,-431.7674560546875
0,553,-431.76751708984375
0,554,-431.76751708984375
0,555,-431.76751708984375
0,556,-431.7673645019531
0,557,-431.7669372558594
0,558,-431.7658386230469
0,559,-431.7641296386719
0,560,-431.7622375488281
0,561,-431.7608337402344
0,562,-431.761474609375
0,563,-431.7648010253906
0,564,-431.7679443359375
0,565,-431.7679138183594
0,566,-431.7663879394531
0,567,-431.7645568847656
0,568,-431.76544189453125
0,569,-431.7670593261719
0,570,-431.76849365234375
0,571,-431.76885986328125
0,572,-431.76837158203125
0,573,-431.7677307128906
0,574,-431.7673034667969
0,575,-431.76751708984375
0,576,-431.768310546875
0,577,-431.7691650390625
0,578,-431.76947021484375
0,579,-431.7693786621094
0,580,-431.7689208984375
0,581,-431.7686767578125
0,582,-431.7687072753906
0,583,-431.7690734863281
0,584,-431.76947021484375
0,585,-431.7698974609375
0,586,-431.7701110839844
0,587,-431.7701721191406
0,588,-431.77008056640625
0,589,-431.7700500488281
0,590,-431.7699890136719
0,591,-431.77001953125
0,592,-431.77008056640625
0,593,-431.7702941894531
0,594,-431.7705383300781
0,595,-431.7707214355469
0,596,-431.7708435058594
0,597,-431.77099609375
0,598,-431.7710266113281
0,599,-431.7710876464844
0,600,-431.77117919921875
0,601,-431.7711486816406
0,602,-431.77117919921875
0,603,-431.77117919921875
0,604,-431.77117919921875
0,605,-431.7711486816406
0,606,-431.7710876464844
0,607,-431.7710266113281
0,608,-431.7709655761719
0,609,-431.770751953125
0,610,-431.7705383300781
0,611,-431.770263671875
0,612,-431.7698669433594
0,613,-431.76947021484375
0,614,-431.7690734863281
0,615,-431.7686767578125
0,616,-431.7684631347656
0,617,-431.7684631347656
0,618,-431.7687072753906
0,619,-431.76934814453125
0,620,-431.77008056640625
0,621,-431.7709045410156
0,622,-431.77166748046875
0,623,-431.7723083496094
0,624,-431.772705078125
0,625,-431.7729187011719
0,626,-431.7730712890625
0,627,-431.77301025390625
0,628,-431.77288818359375
0,629,-431.772705078125
0,630,-431.77252197265625
0,631,-431.7722473144531
0,632,-431.77197265625
0,633,-431.77166748046875
0,634,-431.771240234375
0,635,-431.7707824707031
0,636,-431.77032470703125
0,637,-431.76983642578125
0,638,-431.7693786621094
0,639,-431.7689514160156
0,640,-431.76885986328125
0,641,-431.7689208984375
0,642,-431.7691955566406
0,643,-431.76983642578125
0,644,-431.7705993652344
0,645,-431.7714538574219
0,646,-431.7723693847656
0,647,-431.7730712890625
0,648,-431.77374267578125
0,649,-431.7742004394531
0,650,-431.7744445800781
0,651,-431.7746887207031
0,652,-431.7746887207031
0,653,-431.7746887207031
0,654,-431.7746887207031
0,655,-431.7745361328125
0,656,-431.7744445800781
0,657,-431.77423095703125
0,658,-431.77398681640625
0,659,-431.7735595703125
0,660,-431.7730712890625
0,661,-431.7724304199219
0,662,-431.771484375
0,663,-431.7702941894531
0,664,-431.7686767578125
0,665,-431.7668151855469
0,666,-431.7645263671875
0,667,-431.762451171875
0,668,-431.7604064941406
0,669,-431.75970458984375
0,670,-431.759765625
0,671,-431.7617492675781
0,672,-431.764404296875
0,673,-431.76800537109375
0,674,-431.7712097167969
0,675,-431.77386474609375
0,676,-431.7755432128906
0,677,-431.7762451171875
0,678,-431.77606201171875
0,679,-431.7753601074219
0,680,-431.7742614746094
0,681,-431.77313232421875
0,682,-431.7721862792969
0,683,-431.7713928222656
0,684,-431.77099609375
0,685,-431.77081298828125
0,686,-431.77105712890625
0,687,-431.7714538574219
0,688,-431.77215576171875
0,689,-431.7728271484375
0,690,-431.77362060546875
0,691,-431.7743225097656
0,692,-431.77496337890625
0,693,-431.7756042480469
0,694,-431.77606201171875
0,695,-431.7764587402344
0,696,-431.7767639160156
0,697,-431.7769775390625
0,698,-431.7772216796875
0,699,-431.77728271484375
0,700,-431.7774353027344
0,701,-431.7774963378906
0,702,-431.77764892578125
0,703,-431.7776794433594
0,704,-431.7777099609375
0,705,-431.77777099609375
0,706,-431.7778625488281
0,707,-431.77789306640625
0,708,-431.7779235839844
0,709,-431.7779541015625
0,710,-431.7779846191406
0,711,-431.7779541015625
0,712,-431.77789306640625
0,713,-431.7777099609375
0,714,-431.7774353027344
0,715,-431.77685546875
0,716,-431.77587890625
0,717,-431.7742004394531
0,718,-431.7712097167969
0,719,-431.765869140625
0,720,-431.7571716308594
0,721,-431.7421569824219
0,722,-431.72149658203125
0,723,-431.6889953613281
0,724,-431.66015625
0,725,-431.62261962890625
0,726,-431.6214599609375
0,727,-431.62384033203125
0,728,-431.6697998046875
0,729,-431.7127990722656
0,730,-431.75494384765625
0,731,-431.7763366699219
0,732,-431.7767639160156
0,733,-431.7617492675781
0,734,-431.7394714355469
0,735,-431.72332763671875
0,736,-431.7135925292969
0,737,-431.7225646972656
0,738,-431.7368469238281
0,739,-431.7571716308594
0,740,-431.7721862792969
0,741,-431.77911376953125
0,742,-431.7773742675781
0,743,-431.76983642578125
0,744,-431.7613830566406
0,745,-431.7544250488281
0,746,-431.7532958984375
0,747,-431.7555236816406
0,748,-431.7622985839844
0,749,-431.7693786621094
0,750,-431.77569580078125
0,751,-431.779296875
0,752,-431.7799072265625
0,753,-431.77813720703125
0,754,-431.7751770019531
0,755,-431.7723693847656
0,756,-431.7702941894531
0,757,-431.76983642578125
0,758,-431.7703857421875
0,759,-431.7723693847656
0,760,-431.7745361328125
0,761,-431.7769470214844
0,762,-431.7788391113281
0,763,-431.7799987792969
0,764,-431.780517578125
0,765,-431.78045654296875
0,766,-431.7800598144531
0,767,-431.7793884277344
0,768,-431.7786865234375
0,769,-431.7779541015625
0,770,-431.7774963378906
0,771,-431.77716064453125
0,772,-431.7770690917969
0,773,-431.77703857421875
0,774,-431.7772216796875
0,775,-431.7774353027344
0,776,-431.7776794433594
0,777,-431.77789306640625
0,778,-431.77813720703125
0,779,-431.7783508300781
0,780,-431.7785339355469
0,781,-431.7785949707031
0,782,-431.7786865234375
0,783,-431.7786560058594
0,784,-431.7785949707031
0,785,-431.77838134765625
0,786,-431.778076171875
0,787,-431.7774963378906
0,788,-431.7767639160156
0,789,-431.7756042480469
0,790,-431.77423095703125
0,791,-431.7719421386719
0,792,-431.7691345214844
0,793,-431.76470947265625
0,794,-431.75921630859375
0,795,-431.75006103515625
0,796,-431.7393798828125
0,797,-431.72100830078125
0,798,-431.7015380859375
0,799,-431.66650390625
0,800,-431.6363220214844
0,801,-431.57891845703125
0,802,-431.54815673828125
0,803,-431.479248046875
0,804,-431.4796447753906
0,805,-431.44244384765625
0,806,-431.5029296875
0,807,-431.5357360839844
0,808,-431.6273498535156
0,809,-431.6930236816406
0,810,-431.7508544921875
0,811,-431.77862548828125
0,812,-431.7797546386719
0,813,-431.76123046875
0,814,-431.7317810058594
0,815,-431.70758056640625
0,816,-431.6860656738281
0,817,-431.6894226074219
0,818,-431.69696044921875
0,819,-431.7230224609375
0,820,-431.7462463378906
0,821,-431.7678527832031
0,822,-431.7799987792969
0,823,-431.78253173828125
0,824,-431.77728271484375
0,825,-431.76776123046875
0,826,-431.7586364746094
0,827,-431.75091552734375
0,828,-431.7495422363281
0,829,-431.75067138671875
0,830,-431.75738525390625
0,831,-431.7645263671875
0,832,-431.7725830078125
0,833,-431.778564453125
0,834,-431.7822265625
0,835,-431.78326416015625
0,836,-431.78228759765625
0,837,-431.780029296875
0,838,-431.7772216796875
0,839,-431.77490234375
0,840,-431.7729187011719
0,841,-431.7723693847656
0,842,-431.7723388671875
0,843,-431.7735595703125
0,844,-431.7750549316406
0,845,-431.77703857421875
0,846,-431.7788391113281
0,847,-431.780517578125
0,848,-431.7818603515625
0,849,-431.7829284667969
0,850,-431.7835388183594
0,851,-431.7839050292969
0,852,-431.78399658203125
0,853,-431.7839050292969
0,854,-431.78369140625
0,855,-431.783447265625
0,856,-431.78314208984375
0,857,-431.7827453613281
0,858,-431.7823791503906
0,859,-431.7820129394531
0,860,-431.7815856933594
0,861,-431.7810974121094
0,862,-431.780517578125
0,863,-431.7798156738281
0,864,-431.779052734375
0,865,-431.7779235839844
0,866,-431.7767639160156
0,867,-431.77490234375
0,868,-431.7728271484375
0,869,-431.76959228515625
0,870,-431.76593017578125
0,871,-431.7599182128906
0,872,-431.7532958984375
0,873,-431.741943359375
0,874,-431.7299499511719
0,875,-431.70831298828125
0,876,-431.6875
0,877,-431.64715576171875
0,878,-431.6142578125
0,879,-431.54425048828125
0,880,-431.50408935546875
0,881,-431.4017639160156
0,882,-431.3822021484375
0,883,-431.28179931640625
0,884,-431.3337097167969
0,885,-431.3122863769531
0,886,-431.44476318359375
0,887,-431.525634765625
0,888,-431.6543884277344
0,889,-431.73577880859375
0,890,-431.7799072265625
0,891,-431.7799987792969
0,892,-431.7481384277344
0,893,-431.70599365234375
0,894,-431.66094970703125
0,895,-431.65081787109375
0,896,-431.64801025390625
0,897,-431.6849365234375
0,898,-431.719970703125
0,899,-431.7580871582031
0,900,-431.78009033203125
0,901,-431.7848815917969
0,902,-431.77532958984375
0,903,-431.7580871582031
0,904,-431.7438049316406
0,905,-431.7337951660156
0,906,-431.73760986328125
0,907,-431.7458190917969
0,908,-431.7608947753906
0,909,-431.7737121582031
0,910,-431.7826843261719
0,911,-431.7856750488281
0,912,-431.783447265625
0,913,-431.7781677246094
0,914,-431.7722473144531
0,915,-431.7686462402344
0,916,-431.76702880859375
0,917,-431.7692565917969
0,918,-431.7727966308594
0,919,-431.77764892578125
0,920,-431.78179931640625
0,921,-431.7847595214844
0,922,-431.7860412597656
0,923,-431.78582763671875
0,924,-431.78460693359375
0,925,-431.78289794921875
0,926,-431.7813720703125
0,927,-431.7803649902344
0,928,-431.7801818847656
0,929,-431.78045654296875
0,930,-431.7815246582031
0,931,-431.78271484375
0,932,-431.7839660644531
0,933,-431.7850646972656
0,934,-431.78594970703125
0,935,-431.78643798828125
0,936,-431.78668212890625
0,937,-431.7866516113281
0,938,-431.78643798828125
0,939,-431.78607177734375
0,940,-431.7857360839844
0,941,-431.7854919433594
0,942,-431.7852478027344
0,943,-431.78509521484375
0,944,-431.7850646972656
0,945,-431.7850646972656
0,946,-431.78515625
0,947,-431.7852783203125
0,948,-431.78546142578125
0,949,-431.7856140136719
0,950,-431.7857360839844
0,951,-431.7859802246094
0,952,-431.78607177734375
0,953,-431.7862243652344
0,954,-431.7862854003906
0,955,-431.78643798828125
0,956,-431.78643798828125
0,957,-431.7864990234375
0,958,-431.7865295410156
0,959,-431.7864990234375
0,960,-431.7864685058594
0,961,-431.78643798828125
0,962,-431.7862854003906
0,963,-431.7861328125
0,964,-431.7857971191406
0,965,-431.78546142578125
0,966,-431.7848815917969
0,967,-431.7841796875
0,968,-431.7830810546875
0,969,-431.7817077636719
0,970,-431.7795104980469
0,971,-431.77679443359375
0,972,-431.77239990234375
0,973,-431.7669372558594
0,974,-431.7578430175781
0,975,-431.74676513671875
0,976,-431.7272033691406
0,977,-431.7052001953125
0,978,-431.66326904296875
0,979,-431.6215515136719
0,980,-431.5343933105469
0,981,-431.46746826171875
0,982,-431.30609130859375
0,983,-431.2403564453125
0,984,-431.0186767578125
0,985,-431.058349609375
0,986,-430.92755126953125
0,987,-431.162353515625
0,988,-431.2775573730469
0,989,-431.5450439453125
0,990,-431.70751953125
0,991,-431.78485107421875
0,992,-431.7616882324219
0,993,-431.6720886230469
0,994,-431.5899353027344
0,995,-431.51513671875
0,996,-431.5552062988281
0,997,-431.6076354980469
0,998,-431.7069396972656
0,999,-431.7705383300781
0,1000,-431.787109375
0,1001,-431.7601623535156
0,1002,-431.7139587402344
0,1003,-431.688720703125
0,1004,-431.6824951171875
0,1005,-431.7165222167969
0,1006,-431.752685546875
0,1007,-431.7813720703125
0,1008,-431.7877502441406
0,1009,-431.77490234375
0,1010,-431.7560119628906
0,1011,-431.74176025390625
0,1012,-431.7451477050781
0,1013,-431.7571105957031
0,1014,-431.7746887207031
0,1015,-431.7862243652344
0,1016,-431.7882080078125
0,1017,-431.7820739746094
0,1018,-431.7732849121094
0,1019,-431.7684020996094
0,1020,-431.7684326171875
0,1021,-431.7746887207031
0,1022,-431.7818603515625
0,1023,-431.787353515625
0,1024,-431.7889099121094
0,1025,-431.786865234375
0,1026,-431.7832946777344
0,1027,-431.78045654296875
0,1028,-431.7801818847656
0,1029,-431.7818603515625
0,1030,-431.7850341796875
0,1031,-431.7877502441406
0,1032,-431.7891540527344
0,1033,-431.7889709472656
0,1034,-431.7876892089844
0,1035,-431.786376953125
0,1036,-431.7855224609375
0,1037,-431.7857360839844
0,1038,-431.7865905761719
0,1039,-431.787841796875
0,1040,-431.7889709472656
0,1041,-431.7894592285156
0,1042,-431.7894592285156
0,1043,-431.7890625
0,1044,-431.7885437011719
0,1045,-431.7882080078125
0,1046,-431.78814697265625
0,1047,-431.78839111328125
0,1048,-431.788818359375
0,1049,-431.789306640625
0,1050,-431.7896728515625
0,1051,-431.7898864746094
0,1052,-431.7898864746094
0,1053,-431.78973388671875
0,1054,-431.78961181640625
0,1055,-431.7894592285156
0,1056,-431.7894287109375
0,1057,-431.7895202636719
0,1058,-431.7896728515625
0,1059,-431.7898864746094
0,1060,-431.7900085449219
0,1061,-431.7901611328125
0,1062,-431.79022216796875
0,1063,-431.7903137207031
0,1064,-431.790283203125
0,1065,-431.790283203125
0,1066,-431.79022216796875
0,1067,-431.79022216796875
0,1068,-431.79022216796875
0,1069,-431.7903137207031
0,1070,-431.7903747558594
0,1071,-431.7904052734375
0,1072,-431.79052734375
0,1073,-431.79058837890625
0,1074,-431.7906188964844
0,1075,-431.7906494140625
0,1076,-431.7907409667969
0,1077,-431.7907409667969
0,1078,-431.7908020019531
