term,term_type,grid_raw,effect,lo,hi,log_effect,log_se,ci_label
temp,SurfaceTerm,0.3333333333333002,1.0957616833113533,1.066292473241758,1.1260453362884237,0.09144972264766693,0.0,pointwise confidence interval
temp,SurfaceTerm,0.6333333333333009,1.092304281293877,1.063089975151872,1.122321412881806,0.08828948438167572,0.0,pointwise confidence interval
temp,SurfaceTerm,0.933333333333298,1.0888721152299703,1.0599518283200455,1.118581478560734,0.08514240384101868,0.0,pointwise confidence interval
temp,SurfaceTerm,1.2333333333332988,1.0854682829393305,1.056890589860336,1.1148186998457035,0.08201149106025696,0.0,pointwise confidence interval
temp,SurfaceTerm,1.5333333333332995,1.0820954238610359,1.05391629827321,1.111027989850339,0.07889936864376068,0.0,pointwise confidence interval
temp,SurfaceTerm,1.8333333333333002,1.0787559675187075,1.0510367361035924,1.1072062445422692,0.07580849528312683,0.0,pointwise confidence interval
temp,SurfaceTerm,2.1333333333332973,1.0754518165373006,1.048257692914414,1.103351415888737,0.07274086773395538,0.0,pointwise confidence interval
temp,SurfaceTerm,2.433333333333298,1.0721842591447532,1.0455817031415755,1.0994636594191878,0.06969793140888214,0.0,pointwise confidence interval
temp,SurfaceTerm,2.7333333333332988,1.0689551096955574,1.0430102513385866,1.0955453458657374,0.0666816383600235,0.0,pointwise confidence interval
temp,SurfaceTerm,3.0333333333332995,1.0657649065199117,1.0405419642998701,1.091599257828739,0.06369276344776154,0.0,pointwise confidence interval
temp,SurfaceTerm,3.3333333333333,1.0626149262901392,1.0381743800067977,1.0876308482657842,0.06073278188705444,0.0,pointwise confidence interval
temp,SurfaceTerm,3.6333333333332973,1.0595047578475316,1.0359027060241845,1.0836445598350906,0.057801589369773865,0.0,pointwise confidence interval
temp,SurfaceTerm,3.933333333333298,1.0564354596699166,1.033722318645031,1.0796476580972705,0.05490046739578247,0.0,pointwise confidence interval
temp,SurfaceTerm,4.233333333333299,1.053406540669385,1.031625980219523,1.0756469507378166,0.052029237151145935,0.0,pointwise confidence interval
temp,SurfaceTerm,4.5333333333332995,1.0504177981666016,1.0296068670897094,1.071649370233886,0.04918798804283142,0.0,pointwise confidence interval
temp,SurfaceTerm,4.8333333333333,1.0474689860374082,1.0276578777005216,1.0676620113741568,0.04637676477432251,0.0,pointwise confidence interval
temp,SurfaceTerm,5.133333333333297,1.044559753090413,1.025771772542968,1.0636918532778206,0.043595507740974426,0.0,pointwise confidence interval
temp,SurfaceTerm,5.433333333333302,1.0416888684154504,1.0239409633329535,1.0597443968337616,0.040843307971954346,0.0,pointwise confidence interval
temp,SurfaceTerm,5.733333333333299,1.0388561838435613,1.0221593740166888,1.0558257333874306,0.03812028467655182,0.0,pointwise confidence interval
temp,SurfaceTerm,6.033333333333296,1.036060504112626,1.0204213237650208,1.0519393736515965,0.035425543785095215,0.0,pointwise confidence interval
temp,SurfaceTerm,6.3333333333333,1.0333005400870512,1.0187216090772304,1.0480881102653115,0.032758086919784546,0.0,pointwise confidence interval
temp,SurfaceTerm,6.633333333333297,1.0305753244479738,1.0170569765781716,1.04427335323373,0.0301172137260437,0.0,pointwise confidence interval
temp,SurfaceTerm,6.933333333333302,1.027883150447354,1.0154244373826127,1.0404947252372172,0.02750149369239807,0.0,pointwise confidence interval
temp,SurfaceTerm,7.233333333333299,1.0252230479383264,1.0138233284212272,1.0367509491626574,0.024910196661949158,0.0,pointwise confidence interval
temp,SurfaceTerm,7.533333333333296,1.0225932651311853,1.012253321589727,1.0330388289063936,0.022341817617416382,0.0,pointwise confidence interval
temp,SurfaceTerm,7.8333333333333,1.0199923575433814,1.01071561314889,1.0293542475371305,0.019795134663581848,0.0,pointwise confidence interval
temp,SurfaceTerm,8.133333333333297,1.0174185471390798,1.009211996140961,1.0256918308747627,0.017268583178520203,0.0,pointwise confidence interval
temp,SurfaceTerm,8.433333333333302,1.0148699682943993,1.0077445317150802,1.0220457865377695,0.014760494232177734,0.0,pointwise confidence interval
temp,SurfaceTerm,8.733333333333299,1.0123449854737354,1.0063160919307146,1.0184099984405086,0.012269407510757446,0.0,pointwise confidence interval
temp,SurfaceTerm,9.033333333333296,1.0098412271380497,1.0049285970156336,1.0147778728321106,0.009793117642402649,0.0,pointwise confidence interval
temp,SurfaceTerm,9.3333333333333,1.007357050699067,1.0035842910693162,1.0111439932084727,0.007330119609832764,0.0,pointwise confidence interval
temp,SurfaceTerm,9.633333333333297,1.0048903055577452,1.0022844056852336,1.007502980667013,0.004878386855125427,0.0,pointwise confidence interval
temp,SurfaceTerm,9.933333333333302,1.002438578205149,1.0010283797990436,1.0038507632278026,0.0024356096982955933,0.0,pointwise confidence interval
temp,SurfaceTerm,10.233333333333299,1.0,0.999815762232547,1.0001842717172629,0.0,0.0,pointwise confidence interval
temp,SurfaceTerm,10.533333333333296,0.9975724080752498,0.9965018965396467,0.9986440696286822,-0.002430543303489685,0.0,pointwise confidence interval
temp,SurfaceTerm,10.8333333333333,0.9951533711443659,0.9928032225500171,0.9975090829745,-0.0048584118485450745,0.0,pointwise confidence interval
temp,SurfaceTerm,11.133333333333297,0.9927410729796671,0.9890894323185045,0.9964061952119418,-0.007285401225090027,0.0,pointwise confidence interval
temp,SurfaceTerm,11.433333333333302,0.9903330802186834,0.985362577690371,0.9953286556449757,-0.009713947772979736,0.0,pointwise confidence interval
temp,SurfaceTerm,11.733333333333299,0.9879271890772771,0.9816264120606787,0.9942684089655475,-0.012146279215812683,0.0,pointwise confidence interval
temp,SurfaceTerm,12.033333333333296,0.985521709129816,0.9778857875507264,0.9932172565865942,-0.014584124088287354,0.0,pointwise confidence interval
temp,SurfaceTerm,12.3333333333333,0.9831147394497466,0.9741463402215376,0.9921657055176546,-0.01702944189310074,0.0,pointwise confidence interval
temp,SurfaceTerm,12.633333333333297,0.9807036672294275,0.9704136621800042,0.9911027847203215,-0.01948493719100952,0.0,pointwise confidence interval
temp,SurfaceTerm,12.933333333333302,0.9782879174202462,0.966695867555826,0.9900189723477572,-0.021951258182525635,0.0,pointwise confidence interval
temp,SurfaceTerm,13.233333333333299,0.9758647254547881,0.9629986421795168,0.9889027052329158,-0.024431303143501282,0.0,pointwise confidence interval
temp,SurfaceTerm,13.533333333333296,0.9734332986256341,0.9593301757687879,0.987743751637769,-0.02692597359418869,0.0,pointwise confidence interval
temp,SurfaceTerm,13.8333333333333,0.9709923177629005,0.9556973883567279,0.9865320263935324,-0.02943672239780426,0.0,pointwise confidence interval
temp,SurfaceTerm,14.133333333333297,0.9685406945469696,0.9521072741363887,0.9852577566371457,-0.031964778900146484,0.0,pointwise confidence interval
temp,SurfaceTerm,14.433333333333302,0.9660779143919742,0.948566716027268,0.9839123816032326,-0.034510791301727295,0.0,pointwise confidence interval
temp,SurfaceTerm,14.733333333333299,0.9636033688769823,0.9450815976952236,0.9824881309460315,-0.03707551211118698,0.0,pointwise confidence interval
temp,SurfaceTerm,15.033333333333296,0.9611176031004359,0.9416581509390007,0.9809791866277447,-0.039658501744270325,0.0,pointwise confidence interval
temp,SurfaceTerm,15.3333333333333,0.9586201653304993,0.9383002408235497,0.9793801401688925,-0.04226035624742508,0.0,pointwise confidence interval
temp,SurfaceTerm,15.633333333333297,0.9561112298659791,0.9350116530796274,0.9776869420449719,-0.04488102346658707,0.0,pointwise confidence interval
temp,SurfaceTerm,15.933333333333302,0.9535926830679385,0.9317963169060755,0.975898904837988,-0.04751865565776825,0.0,pointwise confidence interval
temp,SurfaceTerm,16.2333333333333,0.9510658402130099,0.9286565962325334,0.9740158375977196,-0.05017198622226715,0.0,pointwise confidence interval
temp,SurfaceTerm,16.533333333333296,0.9485324350158136,0.925593544570082,0.9720398176447159,-0.05283929407596588,0.0,pointwise confidence interval
temp,SurfaceTerm,16.8333333333333,0.9459948040587576,0.922607873689629,0.9699745632207981,-0.05551820248365402,0.0,pointwise confidence interval
temp,SurfaceTerm,17.133333333333297,0.9434558080692758,0.9196996261322639,0.9678256209833903,-0.058205753564834595,0.0,pointwise confidence interval
temp,SurfaceTerm,17.4333333333333,0.9409194273633318,0.91686836564956,0.9656013905142471,-0.060897767543792725,0.0,pointwise confidence interval
temp,SurfaceTerm,17.7333333333333,0.9383892501913084,0.9141121459460566,0.9633111087953645,-0.06359043717384338,0.0,pointwise confidence interval
temp,SurfaceTerm,18.033333333333296,0.935870464863148,0.9114301465321589,0.9609661588829846,-0.06627820432186127,0.0,pointwise confidence interval
temp,SurfaceTerm,18.3333333333333,0.9333679535593101,0.9088197434386143,0.9585792375452917,-0.06895577907562256,0.0,pointwise confidence interval
temp,SurfaceTerm,18.633333333333297,0.9308875032325746,0.9062789413531408,0.9561642714336404,-0.07161684334278107,0.0,pointwise confidence interval
temp,SurfaceTerm,18.9333333333333,0.9284364165387622,0.9038062670714894,0.9537377765130676,-0.0742533802986145,0.0,pointwise confidence interval
temp,SurfaceTerm,19.2333333333333,0.9260217680200827,0.9014003585019975,0.9513157020173735,-0.0768575370311737,0.0,pointwise confidence interval
temp,SurfaceTerm,19.533333333333296,0.9236516748958155,0.8990606242929433,0.9489153383942069,-0.07942025363445282,0.0,pointwise confidence interval
temp,SurfaceTerm,19.8333333333333,0.9213354920859357,0.8967878403196317,0.9465550833903862,-0.08193103969097137,0.0,pointwise confidence interval
temp,SurfaceTerm,20.133333333333297,0.9190830882430991,0.8945842719409215,0.944252821773573,-0.08437874913215637,0.0,pointwise confidence interval
temp,SurfaceTerm,20.4333333333333,0.9169052135259108,0.8924536094506105,0.9420267470356648,-0.08675117790699005,0.0,pointwise confidence interval
temp,SurfaceTerm,20.7333333333333,0.9148128144191908,0.8904009686288659,0.9398939521755929,-0.08903580904006958,0.0,pointwise confidence interval
temp,SurfaceTerm,21.033333333333296,0.9128197197339247,0.888435759691526,0.9378729206312343,-0.09121687710285187,0.0,pointwise confidence interval
temp,SurfaceTerm,21.3333333333333,0.9109381688184832,0.8865667810460981,0.9359795168856259,-0.09328025579452515,0.0,pointwise confidence interval
temp,SurfaceTerm,21.633333333333297,0.9091840582349624,0.8848078785663009,0.9342317940116025,-0.09520772099494934,0.0,pointwise confidence interval
temp,SurfaceTerm,21.9333333333333,0.9075731787198917,0.8831738243138633,0.932646611635769,-0.09698107838630676,0.0,pointwise confidence interval
temp,SurfaceTerm,22.2333333333333,0.9061223061847448,0.8816808944380534,0.9312412676117567,-0.0985809862613678,0.0,pointwise confidence interval
temp,SurfaceTerm,22.533333333333296,0.9048512437412625,0.8803487004285594,0.9300357607179224,-0.09998472034931183,0.0,pointwise confidence interval
temp,SurfaceTerm,22.8333333333333,0.9037802900268131,0.8791969786939029,0.9290509776937373,-0.10116899013519287,0.0,pointwise confidence interval
temp,SurfaceTerm,23.133333333333297,0.9029316783774182,0.8782458311968676,0.9283113985367805,-0.10210838913917542,0.0,pointwise confidence interval
temp,SurfaceTerm,23.4333333333333,0.9023299950237286,0.8775162391728702,0.9278454159286791,-0.102774977684021,0.0,pointwise confidence interval
temp,SurfaceTerm,23.7333333333333,0.9020026769259679,0.8770285434995395,0.9276879700347394,-0.1031377911567688,0.0,pointwise confidence interval
temp,SurfaceTerm,24.033333333333296,0.9019798680286318,0.8768027479565246,0.927879941326653,-0.10316307842731476,0.0,pointwise confidence interval
temp,SurfaceTerm,24.3333333333333,0.9022940417652012,0.8768563169950536,0.9284697184995878,-0.10281482338905334,0.0,pointwise confidence interval
temp,SurfaceTerm,24.633333333333297,0.9029814218861891,0.8772060238972884,0.929514191716353,-0.10205329954624176,0.0,pointwise confidence interval
temp,SurfaceTerm,24.9333333333333,0.9040842998175926,0.8778698566528546,0.9310815435594657,-0.10083267092704773,0.0,pointwise confidence interval
temp,SurfaceTerm,25.2333333333333,0.9056441953033967,0.8788615493088887,0.9332430223300949,-0.09910877048969269,0.0,pointwise confidence interval
temp,SurfaceTerm,25.533333333333296,0.9077130130337271,0.880202048643471,0.936083840409815,-0.09682701528072357,0.0,pointwise confidence interval
temp,SurfaceTerm,25.8333333333333,0.9103421107872693,0.881912314370642,0.9396883853062209,-0.0939348042011261,0.0,pointwise confidence interval
temp,SurfaceTerm,26.133333333333297,0.91359050724379,0.8840235758753229,0.9441463301468319,-0.09037283062934875,0.0,pointwise confidence interval
temp,SurfaceTerm,26.4333333333333,0.9175201431912227,0.8865752027701898,0.9495451830044663,-0.08608074486255646,0.0,pointwise confidence interval
temp,SurfaceTerm,26.7333333333333,0.9221965769981926,0.8896169641184657,0.955969322673498,-0.08099687099456787,0.0,pointwise confidence interval
temp,SurfaceTerm,27.033333333333296,0.9276895559313522,0.8932083224948447,0.9635018959298561,-0.07505813241004944,0.0,pointwise confidence interval
temp,SurfaceTerm,27.3333333333333,0.9340689707719985,0.8974103540665448,0.97222506761312,-0.06820499897003174,0.0,pointwise confidence interval
temp,SurfaceTerm,27.633333333333297,0.9414070566158838,0.9022795155979301,0.9822313716818409,-0.06037965416908264,0.0,pointwise confidence interval
temp,SurfaceTerm,27.9333333333333,0.9497755491877776,0.9078537607341397,0.9936331520017927,-0.05152958631515503,0.0,pointwise confidence interval
temp,SurfaceTerm,28.2333333333333,0.9592412731489236,0.9141347484145722,1.0065735075799462,-0.0416126474738121,0.0,pointwise confidence interval
temp,SurfaceTerm,28.533333333333296,0.9698741750563393,0.9210829561533246,1.0212499418832282,-0.03058893233537674,0.0,pointwise confidence interval
temp,SurfaceTerm,28.8333333333333,0.9817375118647237,0.9285996962840781,1.0379160644346037,-0.01843130588531494,0.0,pointwise confidence interval
temp,SurfaceTerm,29.133333333333297,0.9948910743406308,0.9365303851488666,1.0568885596224613,-0.005122020840644836,0.0,pointwise confidence interval
temp,SurfaceTerm,29.4333333333333,1.0093942407011682,0.9446783080004784,1.0785435894227944,0.009350389242172241,0.0,pointwise confidence interval
temp,SurfaceTerm,29.7333333333333,1.0253035304064038,0.9528236622100996,1.1032968335667057,0.024988695979118347,0.0,pointwise confidence interval
temp,SurfaceTerm,30.033333333333296,1.0426762330568353,0.9607511132343821,1.131587267509487,0.041790708899497986,0.0,pointwise confidence interval
temp,SurfaceTerm,30.3333333333333,1.0615705096092827,0.9682723138791871,1.1638584835264856,0.05974942445755005,0.0,pointwise confidence interval
temp,SurfaceTerm,30.633333333333297,1.0820457938548793,0.975239146534351,1.2005497360926496,0.07885350286960602,0.0,pointwise confidence interval
temp,SurfaceTerm,30.933333333333294,1.104169350062649,0.9815529309666441,1.2421031155366233,0.09909333288669586,0.0,pointwise confidence interval
temp,SurfaceTerm,31.2333333333333,1.128011219633717,0.9871565944653349,1.288963998978004,0.12045609951019287,0.0,pointwise confidence interval
temp,SurfaceTerm,31.533333333333296,1.1536513653319205,0.9920314547189774,1.3416020897333591,0.1429320126771927,0.0,pointwise confidence interval
temp,SurfaceTerm,31.8333333333333,1.1811754013418296,0.9961847399810267,1.400518671628723,0.16651004552841187,0.0,pointwise confidence interval
temp,SurfaceTerm,32.1333333333333,1.2106833326770772,0.9996488704373587,1.466268982408582,0.19118493795394897,0.0,pointwise confidence interval
